country,scenario_id,metric,hist_value,scen_value,delta,scen_status,interpretability_status,interpretability_reason
FR,FLEX_UP,surplus_unabs_energy_after,7.252347467118,0.0,-7.252347467118,,INFORMATIVE,delta_interpretable
FR,FLEX_UP,pv_capture_price_after,39.24796162782507,133.13634098994672,93.88837936212164,,INFORMATIVE,delta_interpretable
IT_NORD,FLEX_UP,far_after,1.0,,,,NON_TESTABLE,delta_non_interpretable_nan
IT_NORD,FLEX_UP,surplus_unabs_energy_after,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
IT_NORD,FLEX_UP,pv_capture_price_after,96.09890313752672,118.9755343181332,22.87663118060648,,INFORMATIVE,delta_interpretable
NL,FLEX_UP,far_after,,,,,NON_TESTABLE,delta_non_interpretable_nan
NL,FLEX_UP,surplus_unabs_energy_after,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
NL,FLEX_UP,pv_capture_price_after,46.5701146150674,96.80013784036832,50.230023225300926,,INFORMATIVE,delta_interpretable
BE,HIGH_CO2,far_after,0.9878408393166542,0.9571660564365532,-0.030674782880101,,INFORMATIVE,delta_interpretable
BE,HIGH_CO2,surplus_unabs_energy_after,0.0051635425,0.0022846465173401,-0.0028788959826598,,INFORMATIVE,delta_interpretable
BE,HIGH_CO2,pv_capture_price_after,39.10758174005171,94.79517793813842,55.68759619808672,,INFORMATIVE,delta_interpretable
CZ,HIGH_CO2,far_after,0.988700571583634,0.9745675121650192,-0.0141330594186149,,INFORMATIVE,delta_interpretable
CZ,HIGH_CO2,surplus_unabs_energy_after,0.0224964499999999,0.0009200504363572,-0.0215763995636427,,INFORMATIVE,delta_interpretable
CZ,HIGH_CO2,pv_capture_price_after,53.46276957278948,145.0566133641525,91.593843791363,,INFORMATIVE,delta_interpretable
DE,HIGH_CO2,far_after,1.0,,,,NON_TESTABLE,delta_non_interpretable_nan
DE,HIGH_CO2,surplus_unabs_energy_after,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,HIGH_CO2,pv_capture_price_after,46.22796099131209,139.43948267621957,93.21152168490748,,INFORMATIVE,delta_interpretable
ES,HIGH_CO2,far_after,0.9994023008613372,,,,NON_TESTABLE,delta_non_interpretable_nan
ES,HIGH_CO2,surplus_unabs_energy_after,0.002132,0.0,-0.002132,,INFORMATIVE,delta_interpretable
ES,HIGH_CO2,pv_capture_price_after,42.80117347476487,100.0357568118577,57.23458333709283,,INFORMATIVE,delta_interpretable
FR,HIGH_CO2,far_after,0.868429258985565,,,,NON_TESTABLE,delta_non_interpretable_nan
FR,HIGH_CO2,surplus_unabs_energy_after,7.252347467118,0.0,-7.252347467118,,INFORMATIVE,delta_interpretable
FR,HIGH_CO2,pv_capture_price_after,39.24796162782507,137.83032963984306,98.58236801201798,,INFORMATIVE,delta_interpretable
IT_NORD,HIGH_CO2,far_after,1.0,,,,NON_TESTABLE,delta_non_interpretable_nan
IT_NORD,HIGH_CO2,surplus_unabs_energy_after,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
IT_NORD,HIGH_CO2,pv_capture_price_after,96.09890313752672,123.7102247355557,27.61132159802898,,INFORMATIVE,delta_interpretable
NL,HIGH_CO2,far_after,,,,,NON_TESTABLE,delta_non_interpretable_nan
NL,HIGH_CO2,surplus_unabs_energy_after,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
NL,HIGH_CO2,pv_capture_price_after,46.5701146150674,101.45658729807045,54.88647268300304,,INFORMATIVE,delta_interpretable
BE,HIGH_GAS,far_after,0.9878408393166542,0.9571660564365532,-0.030674782880101,,INFORMATIVE,delta_interpretable
BE,HIGH_GAS,surplus_unabs_energy_after,0.0051635425,0.0022846465173401,-0.0028788959826598,,INFORMATIVE,delta_interpretable
BE,HIGH_GAS,pv_capture_price_after,39.10758174005171,100.53309191005522,61.42551017000351,,INFORMATIVE,delta_interpretable
CZ,HIGH_GAS,far_after,0.988700571583634,0.9745675121650192,-0.0141330594186149,,INFORMATIVE,delta_interpretable
CZ,HIGH_GAS,surplus_unabs_energy_after,0.0224964499999999,0.0009200504363572,-0.0215763995636427,,INFORMATIVE,delta_interpretable
CZ,HIGH_GAS,pv_capture_price_after,53.46276957278948,148.75461897965812,95.29184940686864,,INFORMATIVE,delta_interpretable
DE,HIGH_GAS,far_after,1.0,,,,NON_TESTABLE,delta_non_interpretable_nan
DE,HIGH_GAS,surplus_unabs_energy_after,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,HIGH_GAS,pv_capture_price_after,46.22796099131209,143.09748214463005,96.86952115331796,,INFORMATIVE,delta_interpretable
ES,HIGH_GAS,far_after,0.9994023008613372,,,,NON_TESTABLE,delta_non_interpretable_nan
ES,HIGH_GAS,surplus_unabs_energy_after,0.002132,0.0,-0.002132,,INFORMATIVE,delta_interpretable
ES,HIGH_GAS,pv_capture_price_after,42.80117347476487,105.71880532356604,62.917631848801165,,INFORMATIVE,delta_interpretable
FR,HIGH_GAS,far_after,0.868429258985565,,,,NON_TESTABLE,delta_non_interpretable_nan
FR,HIGH_GAS,surplus_unabs_energy_after,7.252347467118,0.0,-7.252347467118,,INFORMATIVE,delta_interpretable
FR,HIGH_GAS,pv_capture_price_after,39.24796162782507,143.59324639813167,104.3452847703066,,INFORMATIVE,delta_interpretable
IT_NORD,HIGH_GAS,far_after,1.0,,,,NON_TESTABLE,delta_non_interpretable_nan
IT_NORD,HIGH_GAS,surplus_unabs_energy_after,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
IT_NORD,HIGH_GAS,pv_capture_price_after,96.09890313752672,129.52311198070802,33.424208843181304,,INFORMATIVE,delta_interpretable
NL,HIGH_GAS,far_after,,,,,NON_TESTABLE,delta_non_interpretable_nan
NL,HIGH_GAS,surplus_unabs_energy_after,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
NL,HIGH_GAS,pv_capture_price_after,46.5701146150674,107.17341633524924,60.60330172018185,,INFORMATIVE,delta_interpretable
BE,HIST_PRICE_ARBITRAGE_SIMPLE,far_after,0.9878408393166542,0.9878408393166542,0.0,,FRAGILE,delta_quasi_nul_vs_historique
CZ,HIST_PRICE_ARBITRAGE_SIMPLE,far_after,0.988700571583634,0.988700571583634,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,HIST_PRICE_ARBITRAGE_SIMPLE,far_after,1.0,1.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
ES,HIST_PRICE_ARBITRAGE_SIMPLE,far_after,0.9994023008613372,0.9994023008613372,0.0,,FRAGILE,delta_quasi_nul_vs_historique
FR,HIST_PRICE_ARBITRAGE_SIMPLE,far_after,0.868429258985565,0.8986747613882836,0.0302455024027186,,INFORMATIVE,delta_interpretable
IT_NORD,HIST_PRICE_ARBITRAGE_SIMPLE,far_after,1.0,1.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
NL,HIST_PRICE_ARBITRAGE_SIMPLE,far_after,,,,,NON_TESTABLE,delta_non_interpretable_nan
BE,HIST_PV_COLOCATED,far_after,0.9878408393166542,0.9878408393166542,0.0,,FRAGILE,delta_quasi_nul_vs_historique
CZ,HIST_PV_COLOCATED,far_after,0.988700571583634,0.988700571583634,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,HIST_PV_COLOCATED,far_after,1.0,1.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
ES,HIST_PV_COLOCATED,far_after,0.9994023008613372,0.9994023008613372,0.0,,FRAGILE,delta_quasi_nul_vs_historique
FR,HIST_PV_COLOCATED,far_after,0.868429258985565,0.8917371773114906,0.0233079183259256,,INFORMATIVE,delta_interpretable
IT_NORD,HIST_PV_COLOCATED,far_after,1.0,1.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
NL,HIST_PV_COLOCATED,far_after,,,,,NON_TESTABLE,delta_non_interpretable_nan
