country,scenario_id,metric,hist_value,scen_value,delta,scen_status,interpretability_status,interpretability_reason
BE,BASE,far_after,0.9878408393166542,0.9571660564365532,-0.030674782880101,,INFORMATIVE,delta_interpretable
BE,BASE,surplus_unabs_energy_after,0.0051635425,0.0022846465173401,-0.0028788959826598,,INFORMATIVE,delta_interpretable
BE,BASE,pv_capture_price_after,39.10758174005171,90.12155446101264,51.01397272096093,,INFORMATIVE,delta_interpretable
CZ,BASE,far_after,0.988700571583634,0.9745675121650192,-0.0141330594186149,,INFORMATIVE,delta_interpretable
CZ,BASE,surplus_unabs_energy_after,0.0224964499999999,0.0009200504363572,-0.0215763995636427,,INFORMATIVE,delta_interpretable
CZ,BASE,pv_capture_price_after,53.46276957278948,133.48762331931374,80.02485374652426,,INFORMATIVE,delta_interpretable
DE,BASE,far_after,1.0,,,,NON_TESTABLE,delta_non_interpretable_nan
DE,BASE,surplus_unabs_energy_after,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,BASE,pv_capture_price_after,46.22796099131209,127.9956494768802,81.76768848556812,,INFORMATIVE,delta_interpretable
ES,BASE,far_after,0.9994023008613372,,,,NON_TESTABLE,delta_non_interpretable_nan
ES,BASE,surplus_unabs_energy_after,0.002132,0.0,-0.002132,,INFORMATIVE,delta_interpretable
ES,BASE,pv_capture_price_after,42.80117347476487,95.40682213699849,52.605648662233605,,INFORMATIVE,delta_interpretable
FR,BASE,far_after,0.868429258985565,,,,NON_TESTABLE,delta_non_interpretable_nan
FR,BASE,surplus_unabs_energy_after,7.252347467118,0.0,-7.252347467118,,INFORMATIVE,delta_interpretable
FR,BASE,pv_capture_price_after,39.24796162782507,133.13634098994672,93.88837936212164,,INFORMATIVE,delta_interpretable
IT_NORD,BASE,far_after,1.0,,,,NON_TESTABLE,delta_non_interpretable_nan
IT_NORD,BASE,surplus_unabs_energy_after,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
IT_NORD,BASE,pv_capture_price_after,96.09890313752672,118.9755343181332,22.87663118060648,,INFORMATIVE,delta_interpretable
NL,BASE,far_after,,,,,NON_TESTABLE,delta_non_interpretable_nan
NL,BASE,surplus_unabs_energy_after,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
NL,BASE,pv_capture_price_after,46.5701146150674,96.80013784036832,50.230023225300926,,INFORMATIVE,delta_interpretable
BE,FLEX_UP,far_after,0.9878408393166542,0.9639614327842274,-0.0238794065324268,,INFORMATIVE,delta_interpretable
BE,FLEX_UP,surplus_unabs_energy_after,0.0051635425,0.0019221995508652,-0.0032413429491347,,INFORMATIVE,delta_interpretable
BE,FLEX_UP,pv_capture_price_after,39.10758174005171,90.12162981244096,51.01404807238925,,INFORMATIVE,delta_interpretable
CZ,FLEX_UP,far_after,0.988700571583634,0.977849668441902,-0.010850903141732,,INFORMATIVE,delta_interpretable
CZ,FLEX_UP,surplus_unabs_energy_after,0.0224964499999999,0.0008013145370487,-0.0216951354629512,,INFORMATIVE,delta_interpretable
CZ,FLEX_UP,pv_capture_price_after,53.46276957278948,133.48762331931374,80.02485374652426,,INFORMATIVE,delta_interpretable
DE,FLEX_UP,far_after,1.0,,,,NON_TESTABLE,delta_non_interpretable_nan
DE,FLEX_UP,surplus_unabs_energy_after,0.0,0.0,0.0,,FRAGILE,delta_quasi_nul_vs_historique
DE,FLEX_UP,pv_capture_price_after,46.22796099131209,127.9956494768802,81.76768848556812,,INFORMATIVE,delta_interpretable
ES,FLEX_UP,far_after,0.9994023008613372,,,,NON_TESTABLE,delta_non_interpretable_nan
ES,FLEX_UP,surplus_unabs_energy_after,0.002132,0.0,-0.002132,,INFORMATIVE,delta_interpretable
ES,FLEX_UP,pv_capture_price_after,42.80117347476487,95.40682213699849,52.605648662233605,,INFORMATIVE,delta_interpretable
FR,FLEX_UP,far_after,0.868429258985565,,,,NON_TESTABLE,delta_non_interpretable_nan
