country,tech,x_axis_used,phase2_years,slope,intercept,r2,p_value,n,slope_method,robust_flag,mean_sr_energy_phase2,mean_far_energy_phase2,mean_ir_p10_phase2,mean_ttl_phase2,vre_load_corr_phase2,surplus_load_trough_share_phase2
DE,PV,pv_penetration_pct_gen,2019-2024,-2.327766838978395,0.6710851129884647,0.2995432221518992,0.2610126852558038,6,OLS,ROBUST,0.00717243720449,0.992624337941795,0.2771910873673374,200.27675,0.2374520070022607,0.601948261932339
DE,WIND,wind_penetration_pct_gen,2019-2024,0.5350253354052343,0.2872062540597112,0.0641806521186109,0.6281212218496589,6,OLS,ROBUST,0.00717243720449,0.992624337941795,0.2771910873673374,200.27675,0.2374520070022607,0.601948261932339
ES,PV,pv_penetration_pct_gen,2022-2024,-3.115488502913144,0.9446133885005366,0.8612032684521528,0.243035957328681,3,OLS,ROBUST,0.0245726637634173,0.9826623285138508,0.3217166264028505,188.3923333333333,0.1305265263884011,0.5024495615741936
ES,WIND,wind_penetration_pct_gen,2022-2024,-4.980736473613575,1.6874253416851972,0.4239048193597569,0.5486326810978256,3,OLS,ROBUST,0.0245726637634173,0.9826623285138508,0.3217166264028505,188.3923333333333,0.1305265263884011,0.5024495615741936
