driver_name,corr_with_slope_pv,corr_with_slope_wind,n_countries
mean_sr_energy_phase2,-0.3820091615317603,0.0254507755860652,7
mean_far_energy_phase2,-0.8495009512618577,0.071051763820914,7
mean_ir_p10_phase2,-0.4957611680656518,0.10973028371647,7
mean_ttl_phase2,0.0662206727873414,0.5927507182155464,7
vre_load_corr_phase2,0.510008279044118,0.1700231030656055,7
surplus_load_trough_share_phase2,0.3754385083890953,0.6896032391244143,7
