technology,techdetail,techdetail2,metric,parameter,parameterdetail,value,units,$year,scenario,year,atb_year,description,resourcedetail,resourcedetail2,source,notes
Hydropower,NPD 3,,Technology,Dist. to Substation,,1.958177192,mi,2019,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Flow,,1160.249718,cfs,2019,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Flow,,1160.249718,cfs,2019,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Flow,,1160.249718,cfs,2019,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Flow,,1160.249718,cfs,2019,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Flow,,1160.249718,cfs,2019,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Flow,,1160.249718,cfs,2019,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Flow,,1160.249718,cfs,2019,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Flow,,1160.249718,cfs,2019,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Flow,,1160.249718,cfs,2019,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Head,,75.20961693,ft,2019,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Head,,75.20961693,ft,2019,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Head,,75.20961693,ft,2019,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Head,,75.20961693,ft,2019,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Head,,75.20961693,ft,2019,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Head,,75.20961693,ft,2019,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Head,,75.20961693,ft,2019,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Head,,75.20961693,ft,2019,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Head,,75.20961693,ft,2019,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Water Conv. Length,,1059.8781,ft,2019,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Water Conv. Length,,1059.8781,ft,2019,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Water Conv. Length,,1059.8781,ft,2019,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Water Conv. Length,,1059.8781,ft,2019,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Water Conv. Length,,1059.8781,ft,2019,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Water Conv. Length,,1059.8781,ft,2019,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Water Conv. Length,,1059.8781,ft,2019,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Water Conv. Length,,1059.8781,ft,2019,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Water Conv. Length,,1059.8781,ft,2019,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,CAPEX,,6460.296739,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,CAPEX,,3499.274585,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,CAPEX,,3182.498149,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,CAPEX,,6460.296739,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,CAPEX,,6460.296739,$/kW,2022,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,CAPEX,,6460.296739,$/kW,2022,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,CAPEX,,6460.296739,$/kW,2022,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,CAPEX,,3683.446931,$/kW,2022,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,CAPEX,,3536.109054,$/kW,2022,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Development,,380.1387039,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Development,,304.3449004,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Development,,276.7936778,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Development,,380.1387039,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Development,,380.1387039,$/kW,2022,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Development,,380.1387039,$/kW,2022,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Development,,380.1387039,$/kW,2022,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Development,,320.363053,$/kW,2022,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Development,,307.5485309,$/kW,2022,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Elec. Infrastructure,,81.10520067,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Elec. Infrastructure,,77.04994064,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Elec. Infrastructure,,70.07489338,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Elec. Infrastructure,,81.10520067,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Elec. Infrastructure,,81.10520067,$/kW,2022,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Elec. Infrastructure,,81.10520067,$/kW,2022,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Elec. Infrastructure,,81.10520067,$/kW,2022,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Elec. Infrastructure,,81.10520067,$/kW,2022,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Elec. Infrastructure,,77.86099265,$/kW,2022,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Electro-Mechanical,,1135.565767,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Electro-Mechanical,,1078.787479,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Electro-Mechanical,,981.1288227,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Electro-Mechanical,,1135.565767,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Electro-Mechanical,,1135.565767,$/kW,2022,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Electro-Mechanical,,1135.565767,$/kW,2022,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Electro-Mechanical,,1135.565767,$/kW,2022,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Electro-Mechanical,,1135.565767,$/kW,2022,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Electro-Mechanical,,1090.143136,$/kW,2022,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Eng. & Const. Mgt,,729.6124287,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Eng. & Const. Mgt,,383.3883817,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Eng. & Const. Mgt,,348.681644,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Eng. & Const. Mgt,,729.6124287,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Eng. & Const. Mgt,,729.6124287,$/kW,2022,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Eng. & Const. Mgt,,729.6124287,$/kW,2022,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Eng. & Const. Mgt,,729.6124287,$/kW,2022,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Eng. & Const. Mgt,,403.5667175,$/kW,2022,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Eng. & Const. Mgt,,387.4240489,$/kW,2022,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Env. Mitigation,,486.4166646,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Env. Mitigation,,255.5962343,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Env. Mitigation,,232.458049,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Env. Mitigation,,486.4166646,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Env. Mitigation,,486.4166646,$/kW,2022,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Env. Mitigation,,486.4166646,$/kW,2022,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Env. Mitigation,,486.4166646,$/kW,2022,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Env. Mitigation,,269.0486677,$/kW,2022,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Env. Mitigation,,258.286721,$/kW,2022,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Initial Capital Cost,,6080.158035,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Initial Capital Cost,,3194.929684,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Initial Capital Cost,,2905.70447,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Cost,Initial Capital Cost,,6080.158035,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
