country,year_range_used,marginal_tech,chosen_anchor_tech,ttl_obs,ttl_obs_price_cd,ttl_anchor,ttl_physical,ttl_regression,ttl_method,tca_q95,alpha,alpha_effective,corr_cd,anchor_confidence,anchor_distribution_error_p90_p95,anchor_error_p90,anchor_error_p95,anchor_status,dTCA_dCO2,dTCA_dGas,ttl_target,required_co2_eur_t,required_gas_eur_mwh_th,co2_required_base,co2_required_gas_override,co2_required_base_non_negative,co2_required_gas_override_non_negative,warnings_quality
DE,2025-2035,COAL,COAL,219.42732104511347,219.42732104511347,203.7368421052632,203.7368421052632,,anchor_distributional,203.7368421052632,15.690478939850294,15.690478939850294,0.1544017096184804,0.8618063764109966,11.055489887120274,6.420500834390253,15.690478939850294,already_above_target,0.8973684210526316,1.4473684210526316,160.0,0.0,0.0,0.0,,0.0,,
ES,2025-2035,CCGT,CCGT,167.97663412963345,167.97663412963345,139.9090909090909,139.9090909090909,,anchor_distributional,139.9090909090909,28.067543220542547,28.067543220542547,0.1131828527396933,0.6895553408632136,24.835572730942918,21.60360224134328,28.067543220542547,already_above_target,0.3672727272727272,1.818181818181818,160.0,0.0,0.0,0.0,,0.0,,
