country,year,ir_p10,p10_must_run_mw,p10_load_mw,p50_must_run_mw,p50_load_mw,ir_case_class
DE,2025,0.0422065713543047,1798.8572747591656,42620.312833719305,1974.9663344420103,54781.97026983656,must_run_floor_effect
DE,2026,0.0414176640428134,1798.8572747591656,43432.12772453045,1974.9663344420103,55825.43560962736,must_run_floor_effect
DE,2027,0.0406577074380213,1798.8572747591656,44243.9426153416,1974.9663344420103,56868.90094941815,must_run_floor_effect
DE,2028,0.0400305085066851,1799.1928457108834,44945.5406096182,1975.148969401612,57752.53286183556,must_run_floor_effect
DE,2029,0.0392184975300379,1798.8572747591656,45867.57239696389,1974.9663344420103,58955.83162899973,must_run_floor_effect
DE,2030,0.0387133450001058,,,,,mixed
DE,2031,0.0378776950727575,1798.8572747591656,47491.20217858617,1974.9663344420103,61042.76230858132,must_run_floor_effect
DE,2032,0.0373393836151877,1799.1928457108834,48184.85661822931,1975.148969401612,61914.87470264432,must_run_floor_effect
DE,2033,0.0366255406557545,1798.8572747591656,49114.83196020848,1974.9663344420103,63129.6929881629,must_run_floor_effect
DE,2034,0.0360300037798839,1798.8572747591656,49926.646851019614,1974.9663344420103,64173.1583279537,must_run_floor_effect
DE,2035,0.0354535240723728,1798.8572747591656,50738.46174183076,1974.9663344420103,65216.62366774449,must_run_floor_effect
DE,2036,0.0329197625803848,1685.9313700016362,51213.35142939926,1712.987890503026,65970.18921353607,must_run_floor_effect
DE,2037,0.0323338542623669,1686.4115502982024,52156.217957009816,1713.7266555826995,67190.98159951149,must_run_floor_effect
DE,2038,0.0318374120869024,1686.4115502982024,52969.49217150643,1713.7266555826995,68234.10555208597,must_run_floor_effect
DE,2039,0.0313559837773069,1686.4115502982024,53782.76638600302,1713.7266555826995,69279.05267711743,must_run_floor_effect
DE,2040,0.0330380004770678,,,,,mixed
ES,2025,0.0783285853686237,1675.6540181793027,21392.62454815791,2022.8228750567337,26877.445663145587,mixed
ES,2026,0.076864499660799,1675.6540181793027,21800.10311097997,2022.8228750567337,27389.397009110267,mixed
ES,2027,0.0754541418688577,1675.6540181793027,22207.581673802026,2022.8228750567337,27901.348355074944,mixed
ES,2028,0.0742989062951608,1675.536388638064,22551.292773837155,2023.366266789889,28341.20687562576,mixed
ES,2029,0.0727831987938539,1675.6540181793027,23022.53879944613,2022.8228750567337,28925.251047004294,mixed
ES,2030,0.0721602545060212,,,,,mixed
ES,2031,0.0702948843051751,1675.6540181793027,23837.49592509024,2022.8228750567337,29949.15373893365,mixed
ES,2032,0.0693040218383432,1675.536388638064,24176.611171951543,2023.366266789889,30383.816380175365,mixed
ES,2033,0.0679710864769048,1675.6540181793027,24652.45305073436,2022.8228750567337,30973.056430863016,mixed
ES,2034,0.0668658655585812,1675.6540181793027,25059.93161355641,2022.8228750567337,31485.00777682769,mixed
ES,2035,0.0657960117096439,1675.6540181793027,25467.410176378464,2022.8228750567337,31996.959122792367,mixed
ES,2036,0.056911373041208,1456.3294218695362,25589.42692904364,1485.0197454612994,32256.28747943177,must_run_floor_effect
ES,2037,0.0558649208658777,1456.3894769935569,26069.83871847061,1485.4097839151996,32853.60285113707,must_run_floor_effect
ES,2038,0.0550111205529096,1456.3894769935569,26474.455752865502,1485.4097839151996,33366.69181210006,must_run_floor_effect
ES,2039,0.0541830084631867,1456.3894769935569,26879.0810680633,1485.4097839151996,33880.68710694128,must_run_floor_effect
ES,2040,0.0615852869243539,,,,,mixed
