scenario_id,country,year,dispatch_mode,objective,bess_power_mw_test,bess_energy_mwh_test,bess_duration_h_test,required_bess_power_mw,required_bess_energy_mwh,required_bess_duration_h,far_before,far_after,far_before_trivial,far_after_trivial,h_negative_before,h_negative_after,h_below_5_before,h_below_5_after,delta_h_negative,delta_h_below_5,baseload_price_before,baseload_price_after,capture_ratio_pv_before,capture_ratio_pv_after,capture_ratio_wind_before,capture_ratio_wind_after,delta_capture_ratio_pv,delta_capture_ratio_wind,surplus_unabs_energy_before,surplus_unabs_energy_after,pv_capture_price_before,pv_capture_price_after,wind_capture_price_before,wind_capture_price_after,days_spread_gt50_before,days_spread_gt50_after,avg_daily_spread_before,avg_daily_spread_after,low_residual_share_before,low_residual_share_after,sr_hours_share_before,sr_hours_share_after,ir_p10_before,ir_p10_after,turned_off_family_low_price,turned_off_family_physical,turned_off_family_value_pv,turned_off_family_value_wind,turned_off_family_any,revenue_bess_price_taker,soc_min,soc_max,soc_start_mwh,soc_end_mwh,soc_end_target_mwh,charge_max,discharge_max,charge_sum_mwh,discharge_sum_mwh,simultaneous_charge_discharge_hours,eta_roundtrip,eta_charge,eta_discharge,soc_boundary_mode,charge_vs_surplus_violation_hours,engine_version,compute_time_sec,cache_hit,bess_power_mw,duration_h,bess_energy_mwh,objective_met,objective_reason,objective_not_reached,objective_target_value,objective_recommendation,pv_capacity_proxy_mw,power_grid_max_mw,duration_grid_max_h,grid_expansions_used,notes_quality
BASE,DE,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,131.5431923573723,131.5431923573723,0.96411657523786,0.96411657523786,0.9599779561697566,0.9599779561697566,0.0,0.0,0.0,0.0,126.82297211144484,126.82297211144484,126.2785649472754,126.2785649472754,122,122,34.58940264044183,34.58940264044183,0.1,0.1,0.0,0.0,0.0437046910293259,0.0437046910293259,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,0.0,v2.2.2,0.4701669000005495,True,0.0,2.0,0.0,True,already_met,False,200.0,,21963.55840765988,1500.0,8.0,0,ok
BASE,ES,2035,SURPLUS_FIRST,LOW_PRICE_TARGET,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,True,True,0,0,0,0,0.0,0.0,99.35537746053286,99.35537746053286,0.9280545557773784,0.9280545557773784,0.9739447417608484,0.9739447417608484,0.0,0.0,0.0,0.0,92.20721069322856,92.20721069322856,96.7666474433503,96.7666474433503,195,195,44.75889312755222,44.75889312755222,0.1,0.1,0.0,0.0,0.0755062587967574,0.0755062587967574,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.938083151964686,0.938083151964686,ZERO_END,0.0,v2.2.2,0.524308199999723,True,0.0,2.0,0.0,True,already_met,False,200.0,,14442.668017057573,1500.0,8.0,0,ok
