country,year_range_used,marginal_tech,chosen_anchor_tech,ttl_obs,ttl_obs_price_cd,ttl_anchor,ttl_physical,ttl_regression,ttl_method,tca_q95,alpha,alpha_effective,corr_cd,anchor_confidence,anchor_distribution_error_p90_p95,anchor_error_p90,anchor_error_p95,anchor_status,dTCA_dCO2,dTCA_dGas,ttl_target,required_co2_eur_t,required_gas_eur_mwh_th,co2_required_base,co2_required_gas_override,co2_required_base_non_negative,co2_required_gas_override_non_negative,warnings_quality
DE,2018-2024,COAL,COAL,283.7215,283.7215,280.9753684210526,280.9753684210526,,anchor_distributional,280.9753684210526,2.74613157894737,2.74613157894737,0.8541834303436624,0.8223985197368423,14.208118421052616,-25.670105263157865,2.74613157894737,already_above_target,0.8973684210526316,1.4473684210526316,160.0,0.0,0.0,0.0,,0.0,,
ES,2018-2024,CCGT,CCGT,214.73399999999992,214.73399999999992,287.6926909090909,287.6926909090909,,anchor_distributional,287.6926909090909,-72.95869090909099,-72.95869090909099,0.7085520267720752,0.2743913636363648,58.04869090909081,-43.13869090909063,-72.95869090909099,already_above_target,0.3672727272727272,1.818181818181818,160.0,0.0,0.0,0.0,,0.0,,
