country,year_range_used,marginal_tech,chosen_anchor_tech,ttl_obs,ttl_obs_price_cd,ttl_anchor,ttl_physical,ttl_regression,ttl_method,tca_q95,alpha,alpha_effective,corr_cd,anchor_confidence,anchor_distribution_error_p90_p95,anchor_error_p90,anchor_error_p95,anchor_status,dTCA_dCO2,dTCA_dGas,ttl_target,required_co2_eur_t,required_gas_eur_mwh_th,co2_required_base,co2_required_gas_override,co2_required_base_non_negative,co2_required_gas_override_non_negative,warnings_quality
DE,2025-2035,COAL,COAL,224.1864451284555,224.1864451284555,191.43421052631575,191.43421052631575,,anchor_distributional,191.43421052631575,32.75223460213971,32.75223460213971,0.1908329930625627,0.53651048745912,37.0791610032704,-41.40608740440109,32.75223460213971,already_above_target,0.8973684210526316,1.4473684210526316,160.0,0.0,0.0,0.0,,0.0,,
ES,2025-2035,CCGT,CCGT,174.98725514796757,174.98725514796757,162.45454545454544,162.45454545454544,,anchor_distributional,162.45454545454544,12.532709693422134,12.532709693422134,0.1495094431887566,0.6264806443673689,29.88154845061048,-47.23038720779883,12.532709693422134,already_above_target,0.3672727272727272,1.818181818181818,160.0,0.0,0.0,0.0,,0.0,,
