country,driver_name,corr_capture_pv,elasticity_capture_pv,expected_sign,observed_sign,sign_conflict
DE,sr_energy,,,-1,0,False
DE,far_energy,,,1,0,False
DE,vre_penetration_share_gen,0.970252084170167,0.5788525080856958,-1,1,True
DE,nrl_p10_proxy,0.9773254729586256,0.0460817294458437,1,1,False
DE,nrl_p50_proxy,0.9771090371893292,0.0464250575204553,1,1,False
DE,nrl_p90_proxy,0.977111827995655,0.0485177631704828,1,1,False
DE,exports_pos_share_proxy,-0.978866704221772,-0.0484884228869607,1,-1,True
DE,ir_p10,-0.9845908934766812,-0.0488199736885721,-1,-1,False
ES,sr_energy,,,-1,0,False
ES,far_energy,,,1,0,False
ES,vre_penetration_share_gen,-0.9368093796947164,-0.0121521469282616,-1,-1,False
ES,nrl_p10_proxy,-0.9310608621898656,-0.0028236182078305,1,-1,True
ES,nrl_p50_proxy,-0.9315286262876388,-0.0028366673398089,1,-1,True
ES,nrl_p90_proxy,-0.931573200293382,-0.0031175002220257,1,-1,True
ES,exports_pos_share_proxy,0.4223912710178877,0.0030876283341351,1,1,False
ES,ir_p10,0.4055987344462569,0.0029660287151359,-1,1,True
