country,tech,phase2_start_year_for_slope,phase2_start_reason,phase2_end_year,years_used,n_points,x_axis_used,x_unit,slope,intercept,r2,p_value,n,slope_method,method,insufficient_points,robust_flag,reason_code,outlier_years_count,slope_all_years,slope_excluding_outliers,mean_sr_energy_phase2,mean_far_energy_phase2,mean_ir_p10_phase2,mean_ttl_phase2,vre_load_corr_phase2,surplus_load_trough_share_phase2
DE,PV,2021.0,q1_bascule_pv,2024.0,"2021,2023,2024",3,pv_penetration_pct_gen,pct_point,-0.0318441399516473,1.096876706421545,0.7385683413060569,0.3416746631945371,3,ols,ols,False,NOT_SIGNIFICANT,ok,0,-0.0318441399516473,-0.0318441399516473,0.0043336024019247,1.0,0.2451685877912692,188.0124999999997,,
DE,WIND,2019.0,q1_bascule_wind,2024.0,"2019,2020,2021,2023,2024",5,wind_penetration_pct_gen,pct_point,-0.0023504301471102,0.9118569825486764,0.3912964360332017,0.2590636901397883,5,ols,ols,False,NOT_SIGNIFICANT,ok,0,-0.0023504301471102,-0.0023504301471102,0.0028508286140061,0.9975299249473306,0.2527614021362562,135.55109999999982,,
ES,PV,2023.0,q1_bascule_pv,2024.0,"2023,2024",2,pv_penetration_pct_gen,pct_point,-0.0532886418490506,1.7187189955808075,,,2,two_point,two_point,True,FRAGILE,insufficient_points,0,-0.0532886418490506,-0.0532886418490506,0.0131211164140113,0.9994805384070118,0.2951420547224846,144.664,,
ES,WIND,2023.0,q1_bascule_wind,2024.0,"2023,2024",2,wind_penetration_pct_gen,pct_point,-0.0099368792215686,1.1238630892403054,,,2,two_point,two_point,True,FRAGILE,insufficient_points,0,-0.0099368792215686,-0.0099368792215686,0.0131211164140113,0.9994805384070118,0.2951420547224846,144.664,,
