scenario_id,country,year,dispatch_mode,objective,required_bess_power_mw,required_bess_energy_mwh,required_bess_duration_h,far_before,far_after,h_negative_before,h_negative_after,h_below_5_before,h_below_5_after,baseload_price_before,capture_ratio_pv_before,capture_ratio_pv_after,surplus_unabs_energy_before,surplus_unabs_energy_after,pv_capture_price_before,pv_capture_price_after,revenue_bess_price_taker,soc_min,soc_max,charge_max,discharge_max,charge_sum_mwh,discharge_sum_mwh,initial_deliverable_mwh,engine_version,compute_time_sec,cache_hit,bess_power_mw,duration_h,bess_energy_mwh,objective_not_reached,objective_target_value,objective_recommendation,pv_capacity_proxy_mw,power_grid_max_mw,duration_grid_max_h,notes_quality
HIGH_GAS,DE,2035,SURPLUS_FIRST,FAR_TARGET,0.0,0.0,2.0,1.0,1.0,0,0,0,0,146.93792919947757,0.9658121493366888,0.9658121493366888,0.0,0.0,141.91443721922963,141.91443721922963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2.1.1,0.2184483000000909,True,0.0,2.0,0.0,False,0.95,,21963.55840765988,1500.0,8.0,ok
HIGH_GAS,ES,2035,SURPLUS_FIRST,FAR_TARGET,0.0,0.0,2.0,1.0,1.0,0,0,0,0,109.99174109689648,0.9320578613970376,0.9320578613970376,0.0,0.0,102.51866697811,102.51866697811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2.1.1,0.2074802999995881,True,0.0,2.0,0.0,False,0.95,,14442.668017057573,1500.0,8.0,ok
