scenario_id,country,year_range_used,ttl_reference_mode,ttl_reference_year,marginal_tech,chosen_anchor_tech,fuel_used,assumed_co2_price_eur_t,assumed_gas_price_eur_mwh_th,assumed_coal_price_eur_mwh_th,assumed_efficiency,assumed_emission_factor_t_per_mwh_th,assumed_vom_eur_mwh,assumed_fuel_multiplier_vs_gas,ttl_obs,ttl_obs_price_cd,ttl_annual_metrics_same_year,ttl_anchor,ttl_anchor_formula,ttl_physical,ttl_regression,ttl_method,tca_q95,alpha,alpha_effective,corr_cd,anchor_confidence,anchor_distribution_error_p90_p95,anchor_error_p90,anchor_error_p95,anchor_status,dTCA_dCO2,dTCA_dFuel,dTCA_dGas,eta_implicit_from_dTCA_dFuel,ef_implicit_t_per_mwh_e,ttl_target,anchor_gap_to_target,required_co2_eur_t,required_gas_eur_mwh_th,required_co2_abs_eur_t,required_gas_abs_eur_mwh_th,delta_co2_vs_scenario,delta_gas_vs_scenario,required_co2_abs_raw_eur_t,required_gas_abs_raw_eur_mwh_th,co2_required_base,co2_required_gas_override,co2_required_base_non_negative,co2_required_gas_override_non_negative,warnings_quality
BASE,DE,2025-2035,year_specific,2035,COAL,COAL,coal,100.0,45.0,24.750000000000004,0.38,0.341,4.0,0.55,212.65801522615288,212.65801522615288,212.65801522615288,158.8684210526316,158.8684210526316,158.8684210526316,,anchor_distributional,158.8684210526316,53.789594173521294,53.789594173521294,3.628726900618079e-16,0.5188307796251446,38.49353762998844,-23.197481086455586,53.789594173521294,target_above_anchor,0.8973684210526316,2.631578947368421,1.4473684210526316,0.3799999999999999,0.8973684210526316,160.0,1.1315789473684106,101.26099706744868,45.781818181818174,101.26099706744868,45.781818181818174,1.2609970674486704,0.7818181818181742,101.26099706744868,45.781818181818174,101.26099706744868,,101.26099706744868,,
BASE,ES,2025-2035,year_specific,2035,CCGT,CCGT,gas,100.0,45.0,,0.55,0.202,3.0,1.0,167.7630993635321,167.7630993635321,167.7630993635321,121.54545454545452,121.54545454545452,121.54545454545452,,anchor_distributional,121.54545454545452,46.21764481807756,46.21764481807756,,0.5966143081275812,32.2708553497935,-18.32406588150944,46.21764481807756,target_above_anchor,0.3672727272727272,1.818181818181818,1.818181818181818,0.55,0.3672727272727272,160.0,38.45454545454547,204.7029702970297,66.15,204.7029702970297,66.15,104.70297029702974,21.15000000000001,204.7029702970297,66.15,204.7029702970297,,204.7029702970297,,
