country,year_range_used,marginal_tech,chosen_anchor_tech,ttl_obs,ttl_obs_price_cd,ttl_anchor,ttl_physical,ttl_regression,ttl_method,tca_q95,alpha,alpha_effective,corr_cd,anchor_confidence,anchor_distribution_error_p90_p95,anchor_error_p90,anchor_error_p95,anchor_status,dTCA_dCO2,dTCA_dGas,ttl_target,required_co2_eur_t,required_gas_eur_mwh_th,co2_required_base,co2_required_gas_override,co2_required_base_non_negative,co2_required_gas_override_non_negative,warnings_quality
DE,2025-2035,COAL,COAL,205.3204350994656,205.3204350994656,236.30263157894737,236.30263157894737,,anchor_distributional,236.30263157894737,-30.982196479481782,-30.982196479481782,0.1341727001209796,0.5671472969550202,34.62821624359839,-38.27423600771499,-30.982196479481782,already_above_target,0.8973684210526316,1.4473684210526316,160.0,0.0,0.0,0.0,,0.0,,
ES,2025-2035,CCGT,CCGT,162.1245619248363,162.1245619248363,180.8181818181818,180.8181818181818,,anchor_distributional,180.8181818181818,-18.6936198933455,-18.6936198933455,0.1018379828610176,0.7337782987658953,21.29773609872838,-23.90185230411126,-18.6936198933455,already_above_target,0.3672727272727272,1.818181818181818,160.0,0.0,0.0,0.0,,0.0,,
