country,tech,x_axis_used,x_unit,phase2_years,slope,slope_simple,slope_conditional_ttl,intercept,r2,p_value,n,slope_method,robust_flag,mean_sr_energy_phase2,mean_far_energy_phase2,mean_ir_p10_phase2,mean_ttl_phase2,vre_load_corr_phase2,surplus_load_trough_share_phase2
DE,PV,pv_penetration_pct_gen,pct_point,2019-2024,-0.0227295312330323,-0.0227295312330323,-0.0212178279128455,0.6679616197516525,0.2844951001821379,0.275800883589082,6,OLS,NOT_SIGNIFICANT,0.0026829334104239,0.9979416041227754,0.2623702870790647,198.5610833333332,0.3029402681024828,0.4970093281820856
DE,WIND,wind_penetration_pct_gen,pct_point,2019-2024,0.0058187634834266,0.0058187634834266,0.0031003894231448,0.2774540545060399,0.075297644145019,0.5987247504122153,6,OLS,NOT_SIGNIFICANT,0.0026829334104239,0.9979416041227754,0.2623702870790647,198.5610833333332,0.3029402681024828,0.4970093281820856
ES,PV,sr_energy,share_point,2023-2024,-57.10624881834757,-57.10624881834757,,1.1468523152396728,,,2,two_point,FRAGILE,0.0131211164140113,0.9994805384070118,0.2951420547224846,144.664,0.2991445173348551,0.2700562544120032
ES,WIND,sr_energy,share_point,2023-2024,-35.407485698391774,-35.407485698391774,,0.9187346381172408,,,2,two_point,FRAGILE,0.0131211164140113,0.9994805384070118,0.2951420547224846,144.664,0.2991445173348551,0.2700562544120032
