driver_name,corr_with_slope_pv,corr_with_slope_wind,n_countries
mean_sr_energy_phase2,0.233820455057187,0.2350797113845574,7
mean_far_energy_phase2,-0.4167285939643916,-0.4201279258520492,7
mean_ir_p10_phase2,0.483230001175607,0.4851415945149413,7
mean_ttl_phase2,0.7313729803672914,0.7299713514398793,7
vre_load_corr_phase2,-0.5593774161270844,-0.5589445117226884,7
surplus_load_trough_share_phase2,0.9950879310039252,0.9952948196959752,7
