country,bascule_year_market,bascule_year_physical,bascule_confidence,drivers_at_bascule,sr_energy_at_bascule,far_energy_at_bascule,ir_p10_at_bascule,ttl_at_bascule,capture_ratio_pv_vs_ttl_at_bascule,h_negative_at_bascule,notes_quality
DE,,,0.0,capture_ratio,0.0,,0.0354535240723728,213.7566336968553,0.5994168077170399,0,ok
ES,,,0.0,capture_ratio,0.0,,0.0657960117096439,167.63432377930806,0.5709612709297966,0,ok
