scenario_id,country,year,dispatch_mode,objective,required_bess_power_mw,required_bess_energy_mwh,required_bess_duration_h,far_before,far_after,h_negative_before,h_negative_after,h_below_5_before,h_below_5_after,baseload_price_before,capture_ratio_pv_before,capture_ratio_pv_after,surplus_unabs_energy_before,surplus_unabs_energy_after,pv_capture_price_before,pv_capture_price_after,revenue_bess_price_taker,soc_min,soc_max,charge_max,discharge_max,charge_sum_mwh,discharge_sum_mwh,initial_deliverable_mwh,engine_version,compute_time_sec,cache_hit,bess_power_mw,duration_h,bess_energy_mwh
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,0.0,0.0,6.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2.1.1,0.1945883999997022,True,0.0,6.0,0.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,0.0,0.0,8.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2.1.1,0.1945883999997022,True,0.0,8.0,0.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,250.0,500.0,2.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,22603.283534507285,0.0,0.0,0.0,234.5207879911715,0.0,234.5207879911715,234.5207879911715,v2.1.1,0.1945883999997022,True,250.0,2.0,500.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,250.0,1000.0,4.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,45090.81470578514,0.0,233.49910455548692,0.0,250.0,0.0,469.0415759823429,469.041575982343,v2.1.1,0.1945883999997022,True,250.0,4.0,1000.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,250.0,1500.0,6.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,67437.95074894407,0.0,483.49910455548695,0.0,250.0,0.0,703.5623639735145,703.5623639735145,v2.1.1,0.1945883999997022,True,250.0,6.0,1500.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,250.0,2000.0,8.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,89653.06032913794,0.0,733.499104555487,0.0,250.0,0.0,938.0831519646858,938.083151964686,v2.1.1,0.1945883999997022,True,250.0,8.0,2000.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,500.0,1000.0,2.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,45206.56706901457,0.0,0.0,0.0,469.041575982343,0.0,469.041575982343,469.041575982343,v2.1.1,0.1945883999997022,True,500.0,2.0,1000.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,500.0,2000.0,4.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,90181.62941157028,0.0,466.9982091109739,0.0,500.0,0.0,938.0831519646858,938.083151964686,v2.1.1,0.1945883999997022,True,500.0,4.0,2000.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,500.0,3000.0,6.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,134875.90149788815,0.0,966.998209110974,0.0,500.0,0.0,1407.124727947029,1407.124727947029,v2.1.1,0.1945883999997022,True,500.0,6.0,3000.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,500.0,4000.0,8.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,179306.12065827588,0.0,1466.998209110974,0.0,500.0,0.0,1876.166303929372,1876.166303929372,v2.1.1,0.1945883999997022,True,500.0,8.0,4000.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,750.0,1500.0,2.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,67809.85060352186,0.0,0.0,0.0,703.5623639735145,0.0,703.5623639735145,703.5623639735145,v2.1.1,0.1945883999997022,True,750.0,2.0,1500.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,750.0,3000.0,4.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,135272.44411735542,0.0,700.4973136664609,0.0,750.0,0.0,1407.124727947029,1407.124727947029,v2.1.1,0.1945883999997022,True,750.0,4.0,3000.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,750.0,4500.0,6.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,202313.85224683225,0.0,1450.4973136664607,0.0,750.0,0.0,2110.687091920543,2110.6870919205435,v2.1.1,0.1945883999997022,True,750.0,6.0,4500.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,750.0,6000.0,8.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,268959.1809874138,0.0,2200.4973136664607,0.0,750.0,0.0,2814.249455894057,2814.249455894058,v2.1.1,0.1945883999997022,True,750.0,8.0,6000.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,1000.0,2000.0,2.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,90413.13413802914,0.0,0.0,0.0,938.083151964686,0.0,938.083151964686,938.083151964686,v2.1.1,0.1945883999997022,True,1000.0,2.0,2000.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,1000.0,4000.0,4.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,180363.25882314052,0.0,933.9964182219478,0.0,1000.0,0.0,1876.166303929372,1876.166303929372,v2.1.1,0.1945883999997022,True,1000.0,4.0,4000.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,1000.0,6000.0,6.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,269751.8029957763,0.0,1933.996418221948,0.0,1000.0,0.0,2814.249455894058,2814.249455894058,v2.1.1,0.1945883999997022,True,1000.0,6.0,6000.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,1000.0,8000.0,8.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,358612.2413165517,0.0,2933.996418221948,0.0,1000.0,0.0,3752.332607858744,3752.332607858744,v2.1.1,0.1945883999997022,True,1000.0,8.0,8000.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,1500.0,3000.0,2.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,135619.70120704372,0.0,0.0,0.0,1407.124727947029,0.0,1407.124727947029,1407.124727947029,v2.1.1,0.1945883999997022,True,1500.0,2.0,3000.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,1500.0,6000.0,4.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,270544.88823471084,0.0,1400.9946273329217,0.0,1500.0,0.0,2814.249455894058,2814.249455894058,v2.1.1,0.1945883999997022,True,1500.0,4.0,6000.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,1500.0,9000.0,6.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,404627.7044936645,0.0,2900.994627332921,0.0,1500.0,0.0,4221.374183841086,4221.374183841087,v2.1.1,0.1945883999997022,True,1500.0,6.0,9000.0
HIGH_CO2,ES,2035,SURPLUS_FIRST,FAR_TARGET,1500.0,12000.0,8.0,1.0,1.0,0,0,0,0,104.12992291507832,0.929952756488147,0.929952756488147,0.0,0.0,96.83590884777534,96.83590884777534,537918.3619748276,0.0,4400.9946273329215,0.0,1500.0,0.0,5628.498911788115,5628.498911788116,v2.1.1,0.1945883999997022,True,1500.0,8.0,12000.0
