country,year_range_used,marginal_tech,ttl_obs,ttl_obs_price_cd,ttl_physical,ttl_regression,ttl_method,tca_q95,alpha,alpha_effective,corr_cd,anchor_confidence,dTCA_dCO2,dTCA_dGas,ttl_target,co2_required_base,co2_required_gas_override,co2_required_base_non_negative,co2_required_gas_override_non_negative,warnings_quality
DE,2018-2024,COAL,443.34007894736845,283.71349999999995,443.34007894736845,259.97120084887626,physical,443.34007894736845,-159.6265789473685,0.0,0.8619454659565414,0.8,0.8973684210526316,2.631578947368421,160.0,-233.46041055718467,,0.0,,
ES,2018-2024,CCGT,287.6926909090909,214.72649999999996,287.6926909090909,176.9359091766636,physical,287.6926909090909,-72.96619090909098,0.0,0.7085244781969348,0.8,0.3672727272727272,1.818181818181818,160.0,-263.56435643564345,,0.0,,
