country,year,n_hours_expected,n_hours_with_price,n_hours_with_load,n_hours_with_vre,n_hours_with_must_run,missing_share_price,missing_share_load,missing_share_generation,missing_share_net_position,load_net_mode,must_run_mode,entsoe_code_used,data_version_hash,load_total_twh,load_net_twh,gen_solar_twh,gen_wind_on_twh,gen_wind_off_twh,gen_vre_twh,gen_primary_twh,gen_must_run_twh,exports_twh,vre_penetration_pct_gen,pv_penetration_pct_gen,wind_penetration_pct_gen,vre_penetration_proxy,baseload_price_eur_mwh,peakload_price_eur_mwh,offpeak_price_eur_mwh,capture_rate_pv_eur_mwh,capture_rate_wind_eur_mwh,capture_ratio_pv,capture_ratio_wind,capture_price_pv_eur_mwh,capture_price_wind_eur_mwh,capture_ratio_pv_vs_baseload,capture_ratio_wind_vs_baseload,capture_ratio_pv_vs_ttl,capture_ratio_wind_vs_ttl,h_negative_obs,h_below_5_obs,days_spread_50_obs,days_spread_gt50,avg_daily_spread_obs,max_daily_spread_obs,surplus_twh,surplus_unabsorbed_twh,sr_energy_share_load,sr_energy_share_gen,sr_energy,sr_hours,far_observed,far_energy,ir_p10,ir_mean,ttl_price_based_eur_mwh,ttl_eur_mwh,tca_ccgt_median_eur_mwh,tca_method,h_regime_a,h_regime_b,h_regime_c,h_regime_d,regime_coherence,nrl_price_corr,completeness,quality_flag,h_negative,h_below_5,vre_penetration_share_gen,pv_penetration_share_gen,wind_penetration_share_gen,sr_hours_share,p10_load_mw,p10_must_run_mw,p50_load_mw,p50_must_run_mw,ir_p10_excess
FR,2018,8760,8759,8742,8760,8760,0.00011415525114155251,0.002054794520547945,0.0,0.00011415525114155251,entsoe_total_load_no_pumping_adjust,observed,FR,3f44f0cc065a4e85de1d800fc48ba42a3555cd3029a1c94dd75abd907951ff5b,470.401739,470.401739,9.723521,26.797445,0.0,36.520966,531.877883,438.031193,50.7308687,6.86641937318533,1.8281491505447687,5.03827022264056,0.07763782097752832,50.20345359059253,59.08624840357599,45.25927137017949,51.22355835504443,48.156834291105,1.020319414133753,0.9592334958431816,51.22355835504443,48.156834291105,1.020319414133753,0.9592334958431816,0.5987278017982148,0.5628823233408728,11,56,28,28,33.428606557377044,202.23,26.408823,0.0977035,0.05614099781208504,0.049652042027098164,0.049652042027098164,0.5723744292237443,0.9963003462895715,0.9963003462895715,1.0521863248472143,0.9292719236839269,85.55399999999993,85.55399999999993,,none,174,4840,3373,373,0.5311108574038133,0.633364276131352,0.9978310502283105,OK,11.0,56.0,0.0686641937318533,0.018281491505447688,0.050382702226405604,0.5723744292237443,39303.4,41354.5,51969.0,48615.5,0.052186324847214305
FR,2019,8760,8759,8751,8760,8760,0.00011415525114155251,0.0010273972602739725,0.0,0.00011415525114155251,entsoe_total_load_no_pumping_adjust,observed,FR,7b01f3713e7b55fe7bd21aefbe9f3693bd202f8ce0b73ca23c3868036a810e7f,467.135903,467.135903,11.421277,32.701166,0.0,44.122443,522.044058,421.296096,44.71290509999999,8.451861930779797,2.1877994443143343,6.2640624864654635,0.09445311892457985,39.44868249800206,46.334422094508305,35.616065398969255,37.756729720328124,37.31526142278841,0.9571100307910252,0.9459190791651484,37.756729720328124,37.31526142278841,0.9571100307910252,0.9459190791651484,0.5369349638124565,0.5306568839543853,27,81,9,9,27.11964480874317,64.94,24.110598,0.2578067,0.05161366926660741,0.04618498693840128,0.04618498693840128,0.5726027397260274,0.9893073286693262,0.9893073286693262,1.027953453073615,0.9009439326807759,70.31899999999999,70.31899999999999,,none,327,4689,3370,374,0.6122845073638543,0.7570328459312552,0.9988584474885844,OK,27.0,81.0,0.08451861930779797,0.021877994443143343,0.06264062486465463,0.5726027397260274,39530.0,40635.0,51854.0,47396.5,0.027953453073614964
FR,2020,8784,8783,8781,8784,8784,0.00011384335154826958,0.00034153005464480874,0.0,0.00011384335154826958,entsoe_total_load_no_pumping_adjust,observed,FR,0858e3888b67d77303e844ea0485e65115eeba70c61720ca86c6ff02bccc3a2a,444.415632,444.415632,12.443394,38.356786,0.0,50.80018,486.035676,378.457395,33.796361700000006,10.45194468399476,2.5601811995381176,7.891763484456643,0.11430781534705331,32.203028577934646,38.96333333333333,28.433849973399536,29.859627395869648,30.14428687116799,0.9272304101338256,0.9360699351061255,29.859627395869648,30.14428687116799,0.9272304101338256,0.9360699351061255,0.4810908847102648,0.485677247326142,102,268,20,20,26.558256130790188,166.39999999999998,14.681307,0.0921473,0.03303508234831848,0.030206233256013085,0.030206233256013085,0.4229280510018215,0.9937234947814931,0.9937234947814931,0.8761151770927934,0.8512935036119632,62.0665,62.0665,,none,162,3553,4562,507,0.9056131162472959,0.7498910249081551,0.9995446265938069,OK,102.0,268.0,0.1045194468399476,0.025601811995381175,0.07891763484456643,0.4229280510018215,37438.0,32800.0,48896.0,42845.0,-0.1238848229072066
FR,2021,8760,8759,8750,8760,8760,0.00011415525114155251,0.001141552511415525,0.0,0.00011415525114155251,entsoe_total_load_no_pumping_adjust,observed,FR,e1150773d68b194e874e342018e6deb76ae6024508f5100049b9bea187983647,465.698825,465.698825,13.666904,35.182126,0.0,48.84903,507.693376,403.175028,25.088125299999998,9.621758389851436,2.6919602748569247,6.929798114994511,0.10489403747153539,109.17437721201048,127.39797892720307,99.03108228185535,94.28927727889214,102.52994263081202,0.863657569539304,0.939139249053875,94.28927727889214,102.52994263081202,0.863657569539304,0.939139249053875,0.2773214037614475,0.30155865479650595,64,156,203,203,74.13975409836065,325.1,23.693657,3.3465734000000005,0.05087763964188658,0.04666922619057374,0.04666922619057374,0.5075342465753425,0.8587565693214856,0.8587565693214856,1.050096731493738,0.8647537011377397,340.0,340.0,,none,2220,2226,3883,431,0.5111314076949424,0.5226537232532609,0.9987442922374429,OK,64.0,156.0,0.09621758389851437,0.02691960274856925,0.0692979811499451,0.5075342465753425,39284.0,41252.0,51123.0,45260.0,0.050096731493737945
FR,2022,8760,8759,8738,8760,8760,0.00011415525114155251,0.002511415525114155,0.0,0.00011415525114155251,entsoe_total_load_no_pumping_adjust,observed,FR,9bf5316d66aa5c91976d76e7191e92635fdf0fa4d5e060239666f398c0b77e2c,443.277963,443.277963,17.962203,36.896583,0.0,54.858786,427.934919,314.728204,4.9265478,12.819422665529196,4.197414654072667,8.622008011456527,0.1237570792572876,275.8996323781253,317.0730993589744,253.1187816988828,291.49703235009645,234.12950121641344,1.0565328769651807,0.8486038897490622,291.49703235009645,234.12950121641344,1.0565328769651807,0.8486038897490622,0.516497583333874,0.41484923736789747,4,44,361,361,174.43571038251366,2719.9700000000003,1.773457,0.1762846,0.004000778626570254,0.004144221285199678,0.004144221285199678,0.0776255707762557,0.9005983229365021,0.9005983229365021,0.7147623702216469,0.7082188083017408,564.3724999999994,564.3724999999994,,none,169,511,7273,807,0.9228222399817331,0.5973274640247075,0.9973744292237443,OK,4.0,44.0,0.12819422665529195,0.041974146540726676,0.08622008011456528,0.0776255707762557,37853.0,27055.9,48661.5,33297.0,-0.2852376297783531
FR,2023,8760,8759,8754,8760,8760,0.00011415525114155251,0.0006849315068493151,0.0,0.00011415525114155251,entsoe_total_load_no_pumping_adjust,observed,FR,768088bd751b98ec0b0906b5b33da893c2696f0027a019f86f64267a59282ab6,425.393712,425.393712,21.532374,46.938554,1.109449,69.580377,473.664858,359.399752,29.9201812,14.689790856302032,4.5459091246325904,10.143881731669442,0.16356700871967755,96.86486813563192,109.63566666666668,89.79891824791629,83.59736517208924,86.0267300054073,0.8630308055035466,0.888110742947083,83.59736517208924,86.0267300054073,0.8630308055035466,0.888110742947083,0.43312004006014776,0.4457066400296733,147,393,318,318,83.26398907103825,229.84,27.558082,5.493164,0.0647825325636219,0.058180550096878836,0.058180550096878836,0.6019406392694064,0.800669582157423,0.800669582157423,0.9605239758914184,0.8442851355224108,193.012,193.012,,none,2675,2598,3138,349,0.45107889028427905,0.7070793930879798,0.9992009132420091,OK,147.0,393.0,0.14689790856302032,0.045459091246325904,0.10143881731669442,0.6019406392694064,36551.3,35108.4,47060.0,40403.0,-0.03947602410858164
FR,2024,8784,8783,8783,8784,8784,0.00011384335154826958,0.00011384335154826958,0.0,0.00011384335154826958,entsoe_total_load_no_pumping_adjust,observed,FR,ed8e94d0328ae45e3644371c65e7fba2b8af3e1ed8c027022ccf6cf8a2c94d80,429.63292417,429.63292417,23.32186491,41.90037797,3.9527708599999998,69.17501374000001,516.7349491,409.04742663999997,54.513108700000004,13.38694312441659,4.513312860030044,8.873630264386541,0.1610095731690907,58.01313787999545,64.56487595419847,54.360244724241895,39.24796162782507,52.35986555431945,0.6765357479716481,0.9025518609703509,39.24796162782507,52.35986555431945,0.6765357479716481,0.9025518609703509,0.24755248781300507,0.3302544754410098,352,1026,284,284,76.16193460490464,180.14,55.12127857,7.82143341,0.12829854387088185,0.10667224786325179,0.10667224786325179,0.8502959927140255,0.858105007486948,0.858105007486948,1.063233556199511,0.9519774586646272,158.54399999999998,158.54399999999998,,none,4026,3443,1183,132,0.2848684959581009,0.504660100561502,0.9997723132969034,OK,352.0,1026.0,0.1338694312441659,0.045133128600300436,0.08873630264386542,0.8502959927140255,37062.6,39406.2,47471.0,46413.0,0.06323355619951099
DE,2018,8760,8760,8750,8760,8760,0.0,0.001141552511415525,0.0,0.00011415525114155251,entsoe_total_load_no_pumping_adjust,observed,"DE_AT_LU,DE_LU",fc4a9d60921bdf9622584b73439596dab0669c58debc359b7973c02885ab6e05,559.9527225899999,559.9527225899999,42.53518894,93.84295614749999,19.0654565625,155.44360164999998,575.9773977325,205.21734064749998,34.114891,26.987795399949416,7.384871195892748,19.60292420405667,0.2776012962862519,44.47275456621005,52.1181577266922,40.218063255152806,43.77257363689873,38.17753675887097,0.9842559576949769,0.8584477649576012,43.77257363689873,38.17753675887097,0.9842559576949769,0.8584477649576012,0.6055344788089055,0.5281346949178073,133,232,38,38,32.14734972677596,99.53,0.15389169749999995,0.0,0.0002748298048952968,0.00026718357023355205,0.00026718357023355205,0.008904109589041096,1.0,1.0,0.37949412707031116,0.3660721093180351,72.28749999999995,72.28749999999995,,none,0,78,7814,868,0.9888127853881279,0.6964810903936534,0.9988584474885844,OK,133.0,232.0,0.26987795399949416,0.07384871195892748,0.1960292420405667,0.008904109589041096,49206.191,18673.4605,63728.1,24085.081250000003,-0.6205058729296888
DE,2019,8760,8759,8759,8760,8760,0.00011415525114155251,0.00011415525114155251,0.0,0.00011415525114155251,entsoe_total_load_no_pumping_adjust,observed,"DE_AT_LU,DE_LU",2ead0a9da339783edacd7f22b12d41c625e65a2a99af6562cf4fed8867550224,502.47891799250004,502.47891799250004,41.83308617,99.9897749475,24.3804648275,166.203325945,515.6919337375,156.9665405575,34.1900773,32.229188604994086,8.112030348586776,24.11715825640731,0.3307667645222097,37.669692887315904,44.45564814814815,33.892615958770214,34.906182773392544,32.78952818581776,0.926638368882113,0.8704485137137555,34.906182773392544,32.78952818581776,0.926638368882113,0.8704485137137555,0.5979133739875393,0.5616568719735827,211,335,31,31,29.95035519125683,117.32000000000001,0.2857743125,0.003529419999999982,0.0005687289600959248,0.0005541570340820306,0.0005541570340820306,0.015639269406392695,0.9876496247366533,0.9876496247366533,0.2843253281938316,0.31234867052667953,58.38,58.38,,none,6,131,7760,863,0.9990866537275944,0.813246051355149,0.9997716894977169,OK,211.0,335.0,0.32229188604994086,0.08112030348586775,0.24117158256407312,0.015639269406392695,44252.279,12582.043750000003,56884.927500000005,18371.4075,-0.7156746718061684
DE,2020,8784,8783,8783,8784,8784,0.00011384335154826958,0.00011384335154826958,0.0,0.00011384335154826958,entsoe_total_load_no_pumping_adjust,observed,"DE_AT_LU,DE_LU",733a5defd1c10d00b64d81cb5fa9bb20285eaf0bdddb0211a2dd1080991d5985,490.2538991575,490.2538991575,45.93743737,103.4146983125,26.88256224,176.2346979225,493.92594583249996,138.029930155,21.1321214,35.680388813238146,9.300470598395796,26.379918214842345,0.3594763819836188,30.47081976545599,37.464856870229006,26.57132470296152,24.511203174738068,25.24537518940176,0.8044156134757428,0.8285098787536335,24.511203174738068,25.24537518940176,0.8044156134757428,0.8285098787536335,0.44293619528602535,0.4562032453178966,298,598,42,42,32.382179836512265,164.57999999999998,0.345342565,0.0,0.00070441574374721,0.0006991788301744984,0.0006991788301744984,0.015938069216757743,1.0,1.0,0.24397591911364153,0.28151579539155985,55.337999999999994,55.337999999999994,,none,0,140,7779,865,0.9982921553000114,0.7903113754356191,0.9997723132969034,OK,298.0,598.0,0.35680388813238145,0.09300470598395795,0.26379918214842346,0.015938069216757743,42656.7355,10407.216250000001,55683.177500000005,16086.86375,-0.7560240808863585
