country,year_range_used,marginal_tech,ttl_obs,tca_q95,alpha,corr_cd,dTCA_dCO2,dTCA_dGas,ttl_target,co2_required_base,co2_required_gas_override,co2_required_base_non_negative,co2_required_gas_override_non_negative,warnings_quality
DE,2018-2024,COAL,288.6709999999999,438.6194473684211,-149.94844736842123,0.8818358874738825,0.8973684210526316,2.631578947368421,160.0,-60.55598240469188,,0.0,,
ES,2018-2024,CCGT,216.0,288.85923636363634,-72.85923636363634,0.7251840607282367,0.3672727272727272,1.818181818181818,160.0,-77.11594059405948,,0.0,,
