country,year_range_used,marginal_tech,ttl_obs,ttl_obs_price_cd,ttl_physical,ttl_regression,ttl_method,tca_q95,alpha,alpha_effective,corr_cd,anchor_confidence,dTCA_dCO2,dTCA_dGas,ttl_target,co2_required_base,co2_required_gas_override,co2_required_base_non_negative,co2_required_gas_override_non_negative,warnings_quality
DE,2025-2035,COAL,271.3684210526316,224.63666227906964,271.3684210526316,147.92133156947733,physical,271.3684210526316,-46.73175877356192,0.0,0.1489377386458572,0.6000000000000001,0.8973684210526316,2.631578947368421,160.0,-24.10557184750732,,0.0,,
ES,2025-2035,CCGT,162.45454545454544,175.55564987795762,162.45454545454544,112.80472189305428,physical,162.45454545454544,13.10110442341218,0.0,0.1163649554078018,0.8,0.3672727272727272,1.818181818181818,160.0,93.31683168316836,,93.31683168316836,,
