country,year,dispatch_mode,objective,required_bess_power_mw,required_bess_energy_mwh,required_bess_duration_h,far_before,far_after,surplus_unabs_energy_before,surplus_unabs_energy_after,pv_capture_price_before,pv_capture_price_after,revenue_bess_price_taker,soc_min,soc_max,charge_max,discharge_max,charge_sum_mwh,discharge_sum_mwh,initial_deliverable_mwh,engine_version,compute_time_sec,cache_hit,notes_quality
DE,2024,SURPLUS_FIRST,FAR_TARGET,0.0,0.0,2.0,0.9905525567082653,0.9905525567082653,0.0628905475,0.0628905475,46.22796099131209,46.22796099131209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2.1.0,0.4139543999917805,True,ok
ES,2024,SURPLUS_FIRST,FAR_TARGET,0.0,0.0,2.0,0.9653226280664032,0.9653226280664032,0.2995817,0.2995817,42.80117347476487,42.80117347476487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2.1.0,0.4159198999986984,True,ok
