country,year_range_used,marginal_tech,ttl_obs,tca_q95,alpha,corr_cd,dTCA_dCO2,dTCA_dGas,ttl_target,co2_required_base,co2_required_gas_override,co2_required_base_non_negative,co2_required_gas_override_non_negative,warnings_quality
DE,2030-2040,COAL,219.15565729933,229.0263157894737,-9.87065849014374,0.199451274769226,0.8973684210526316,2.631578947368421,160.0,44.07873966643583,,44.07873966643583,,
ES,2030-2040,CCGT,170.38790045594791,130.67272727272726,39.71517318322066,0.1535935581861058,0.3672727272727272,1.818181818181818,160.0,81.71611261994379,,81.71611261994379,,
