country,tech,phase2_start_year_for_slope,phase2_start_reason,phase2_end_year,years_used,n_points,x_axis_used,x_unit,slope,intercept,r2,p_value,n,slope_method,method,insufficient_points,robust_flag,reason_code,outlier_years_count,slope_all_years,slope_excluding_outliers,mean_sr_energy_phase2,mean_far_energy_phase2,mean_ir_p10_phase2,mean_ttl_phase2,vre_load_corr_phase2,surplus_load_trough_share_phase2,cross_country_benchmark_slope,cross_country_benchmark_r2,cross_country_benchmark_p_value,cross_country_benchmark_n,cross_country_benchmark_reason
DE,PV,2019.0,q1_phase2_market_years,2024.0,"2019,2020,2023,2024",4,pv_penetration_share_load,share_of_load,-5.534260520793036,1.367722666204194,0.8849617532735934,0.0592759420140285,4,ols,ols,False,ROBUST,ok,0,-5.534260520793036,-5.534260520793036,0.0034716406677736,0.9969124061841632,0.2484130319847082,106.94787499999998,,,-6.012557914996721,0.7226471399759142,0.0153905669251692,12,ok
DE,WIND,2019.0,q1_phase2_market_years,2024.0,"2019,2020,2023,2024",4,wind_penetration_share_load,share_of_load,-0.3683517153592101,0.9470901671181964,0.3157002068487917,0.4381279444136844,4,ols,ols,False,NOT_SIGNIFICANT,ok,0,-0.3683517153592101,-0.3683517153592101,0.0034716406677736,0.9969124061841632,0.2484130319847082,106.94787499999998,,,-0.3212313851910592,0.2662654790830163,0.2358019307173755,12,ok
ES,PV,2023.0,q1_phase2_market_years,2024.0,"2023,2024",2,pv_penetration_share_load,share_of_load,-5.876929761031239,1.875809152071917,,,2,endpoint_delta,endpoint_delta,True,FRAGILE,insufficient_points,0,-5.876929761031239,-5.876929761031239,0.0131211164140113,0.9994805384070118,0.2951420547224846,144.664,,,-6.012557914996721,0.7226471399759142,0.0153905669251692,12,ok
ES,WIND,2023.0,q1_phase2_market_years,2024.0,"2023,2024",2,wind_penetration_share_load,share_of_load,-0.4812210902486096,1.0043191141153942,,,2,endpoint_delta,endpoint_delta,True,FRAGILE,insufficient_points,0,-0.4812210902486096,-0.4812210902486096,0.0131211164140113,0.9994805384070118,0.2951420547224846,144.664,,,-0.3212313851910592,0.2662654790830163,0.2358019307173755,12,ok
