country,tech,phase2_start_year_for_slope,phase2_start_reason,phase2_end_year,years_used,x_axis_used,x_unit,slope,intercept,r2,p_value,n,slope_method,insufficient_points,robust_flag,reason_code,outlier_years_count,slope_all_years,slope_excluding_outliers,mean_sr_energy_phase2,mean_far_energy_phase2,mean_ir_p10_phase2,mean_ttl_phase2,vre_load_corr_phase2,surplus_load_trough_share_phase2
DE,PV,2019.0,q1_bascule,2024.0,"2019,2020,2021,2023,2024",pv_penetration_pct_gen,pct_point,-0.0396146214059804,1.1991242766168484,0.8314587717492118,0.0310017882180858,5,ols,False,ROBUST,ok,0,-0.0396146214059804,-0.0396146214059804,0.0028508286140061,0.9975299249473306,0.2527614021362562,135.55109999999982,,
DE,WIND,2019.0,q1_bascule,2024.0,"2019,2020,2021,2023,2024",wind_penetration_pct_gen,pct_point,-0.0023504301471102,0.9118569825486764,0.3912964360332017,0.2590636901397883,5,ols,False,NOT_SIGNIFICANT,ok,0,-0.0023504301471102,-0.0023504301471102,0.0028508286140061,0.9975299249473306,0.2527614021362562,135.55109999999982,,
ES,PV,2023.0,q1_bascule,2024.0,"2023,2024",pv_penetration_pct_gen,pct_point,-0.0532886418490506,1.7187189955808075,,,2,two_point_delta,True,FRAGILE,insufficient_points,0,-0.0532886418490506,-0.0532886418490506,0.0131211164140113,0.9994805384070118,0.2951420547224846,144.664,,
ES,WIND,2023.0,q1_bascule,2024.0,"2023,2024",wind_penetration_pct_gen,pct_point,-0.0099368792215686,1.1238630892403054,,,2,two_point_delta,True,FRAGILE,insufficient_points,0,-0.0099368792215686,-0.0099368792215686,0.0131211164140113,0.9994805384070118,0.2951420547224846,144.664,,
