country,bascule_year_market,bascule_year_physical,bascule_confidence,drivers_at_bascule,sr_energy_at_bascule,far_energy_at_bascule,ir_p10_at_bascule,ttl_at_bascule,capture_ratio_pv_vs_ttl_at_bascule,h_negative_at_bascule,notes_quality
DE,,,0.0,capture_ratio,0.0,,0.0393119010167381,225.90861494147683,0.5991217231431424,0,ok
ES,2030.0,,1.0,capture_ratio,0.0,,0.0858355216446282,164.48943129272254,0.5700742879112846,0,ok
