driver_name,corr_with_slope_pv,corr_with_slope_wind,n_countries,expected_sign,sign_conflict_share
exports_pos_share_proxy,-0.2151250002584211,-0.5370753382677981,7,1,0.2857142857142857
far_energy,1.0,1.0,7,1,0.1428571428571428
ir_p10,-0.2191889559292346,-0.5385860497690239,7,-1,0.7142857142857143
nrl_p10_proxy,0.2098547214537174,0.4932490640075621,7,1,0.7142857142857143
nrl_p50_proxy,0.209989168138546,0.4934535377821529,7,1,0.7142857142857143
nrl_p90_proxy,0.209942007017151,0.4933845033472983,7,1,0.7142857142857143
sr_energy,-1.0,-1.0,7,-1,0.1428571428571428
vre_penetration_share_gen,0.2172452094229815,0.5043546547521678,7,-1,0.2857142857142857
