country,year_range_used,ttl_reference_mode,ttl_reference_year,marginal_tech,chosen_anchor_tech,fuel_used,ttl_obs,ttl_obs_price_cd,ttl_annual_metrics_same_year,ttl_anchor,ttl_physical,ttl_regression,ttl_method,tca_q95,alpha,alpha_effective,corr_cd,anchor_confidence,anchor_distribution_error_p90_p95,anchor_error_p90,anchor_error_p95,anchor_status,dTCA_dCO2,dTCA_dFuel,dTCA_dGas,eta_implicit_from_dTCA_dFuel,ef_implicit_t_per_mwh_e,ttl_target,required_co2_eur_t,required_gas_eur_mwh_th,co2_required_base,co2_required_gas_override,co2_required_base_non_negative,co2_required_gas_override_non_negative,warnings_quality
DE,2025-2035,year_specific,2035,COAL,COAL,coal,233.3816994366792,233.3816994366792,233.3816994366792,191.43421052631575,191.43421052631575,,anchor_distributional,191.43421052631575,41.94748891036341,41.94748891036341,-2.437912462624567e-17,0.4855248585725263,41.15801131419789,-40.36853371803238,41.94748891036341,already_above_target,0.8973684210526316,2.631578947368421,1.4473684210526316,0.3799999999999999,0.8973684210526316,160.0,0.0,0.0,0.0,,0.0,,
ES,2025-2035,year_specific,2035,CCGT,CCGT,gas,182.0812811817139,182.0812811817139,182.0812811817139,162.45454545454544,162.45454545454544,,anchor_distributional,162.45454545454544,19.626735727168462,19.626735727168462,2.3401058720806824e-16,0.573602944491227,34.11176444070185,-48.59679315423523,19.626735727168462,already_above_target,0.3672727272727272,1.818181818181818,1.818181818181818,0.55,0.3672727272727272,160.0,0.0,0.0,0.0,,0.0,,
