country,year,ir_p10,p10_must_run_mw,p10_load_mw,p50_must_run_mw,p50_load_mw,ir_case_class
DE,2025,0.0397734184083868,1686.4115502982024,42400.46789497473,1713.7266555826995,54677.59135671251,must_run_floor_effect
DE,2026,0.0390248295150877,1686.4115502982024,43213.80954774455,1713.7266555826995,55721.95009036403,must_run_floor_effect
DE,2027,0.0383038989422168,1686.4115502982024,44027.15120051437,1713.7266555826995,56763.8420181378,must_run_floor_effect
DE,2028,0.0376916538300246,1685.9313700016362,44729.56738923053,1712.987890503026,57648.59261030253,must_run_floor_effect
DE,2029,0.0369399736202773,1686.4115502982024,45652.754591370016,1713.7266555826995,58847.4393814808,must_run_floor_effect
DE,2030,0.0362933919632942,1686.4115502982024,46466.07713061855,1713.7266555826995,59889.56228214374,must_run_floor_effect
DE,2031,0.0356690559117444,1686.4115502982024,47279.39966986707,1713.7266555826995,60932.38727998422,must_run_floor_effect
DE,2032,0.0351445814256266,1685.9313700016362,47971.3031600454,1712.987890503026,61807.02577605093,must_run_floor_effect
DE,2033,0.0344826812099666,1686.4115502982024,48906.04474836413,1713.7266555826995,63018.0372756652,must_run_floor_effect
DE,2034,0.0339186044050557,1686.4115502982024,49719.36728761266,1713.7266555826995,64060.86227350569,must_run_floor_effect
DE,2035,0.0333744913314852,1686.4115502982024,50529.95515491953,1713.7266555826995,65104.7848422354,must_run_floor_effect
ES,2025,0.0687295863301873,1456.3894769935569,21190.13884350825,1485.4097839151996,26704.999642563907,must_run_floor_effect
ES,2026,0.0674411151793928,1456.3894769935569,21594.97916248229,1485.4097839151996,27219.38058813655,must_run_floor_effect
ES,2027,0.0661983660297048,1456.3894769935569,22000.38406295466,1485.4097839151996,27732.43218669862,must_run_floor_effect
ES,2028,0.0651768022139222,1456.3294218695362,22344.290796740774,1485.0197454612994,28171.003047906637,must_run_floor_effect
ES,2029,0.0638384768028323,1456.3894769935569,22813.662698934277,1485.4097839151996,28755.704715377164,must_run_floor_effect
ES,2030,0.0627178607156246,1456.3894769935569,23221.287530789978,1485.4097839151996,29267.0122934372,must_run_floor_effect
ES,2031,0.0616389713182582,1456.3894769935569,23627.73819624334,1485.4097839151996,29778.321909270133,must_run_floor_effect
ES,2032,0.0607610291219921,1456.3294218695362,23968.14936997873,1485.0197454612994,30209.97019997808,must_run_floor_effect
ES,2033,0.0595784821443234,1456.3894769935569,24444.89058089105,1485.4097839151996,30801.72236548858,must_run_floor_effect
ES,2034,0.0586071747343783,1456.3894769935569,24850.020216709974,1485.4097839151996,31315.45413673168,must_run_floor_effect
ES,2035,0.057659324899342,1456.3894769935569,25258.52461047762,1485.4097839151996,31829.52656171919,must_run_floor_effect
