country,year,ir_p10,p10_must_run_mw,p10_load_mw,p50_must_run_mw,p50_load_mw,ir_case_class
DE,2025,0.052170951599151,2208.396077771456,42329.99418410821,2244.1658585011546,54653.67740153947,must_run_floor_effect
DE,2026,0.0511869793331883,2208.396077771456,43143.70776592375,2244.1658585011546,55698.10661959427,must_run_floor_effect
DE,2027,0.0502394364833466,2208.396077771456,43957.4213477393,2244.1658585011546,56741.89171576769,must_run_floor_effect
DE,2028,0.0494293788889774,2207.767270240238,44665.0821811674,2243.198428039677,57629.75975602528,must_run_floor_effect
DE,2029,0.0484458356205924,2208.396077771456,45584.84851137038,2244.1658585011546,58831.8368675253,must_run_floor_effect
DE,2030,0.0475974026842051,2208.396077771456,46397.4072792064,2244.1658585011546,59876.57482572009,must_run_floor_effect
DE,2031,0.0467775709171156,2208.396077771456,47210.57623288041,2244.1658585011546,60919.01481738017,must_run_floor_effect
DE,2032,0.046079348924195,2207.767270240238,47912.29307237453,2243.198428039677,61790.87924649844,must_run_floor_effect
DE,2033,0.0452189150206092,2208.396077771456,48837.88292498716,2244.1658585011546,63003.4491235592,must_run_floor_effect
DE,2034,0.0444779002153707,2208.396077771456,49651.53631529291,2244.1658585011546,64048.19636560356,must_run_floor_effect
DE,2035,0.0437607802656581,2208.396077771456,50465.18970559866,2244.1658585011546,65091.42053702027,must_run_floor_effect
ES,2025,0.0901140539180424,1907.1766960629911,21164.031725812085,1945.179478936571,26650.05100170601,must_run_floor_effect
ES,2026,0.0884138718034038,1907.1766960629911,21571.012072673053,1945.179478936571,27162.95718291685,must_run_floor_effect
ES,2027,0.0867804789975341,1907.1766960629911,21977.02430424684,1945.179478936571,27676.456131045332,must_run_floor_effect
ES,2028,0.0854349379954048,1907.0980524482025,22322.22668144006,1944.6687142945584,28113.437177843694,must_run_floor_effect
ES,2029,0.0836799349924963,1907.1766960629911,22791.326214988203,1945.179478936571,28698.039919348037,must_run_floor_effect
ES,2030,0.0822228543359046,1907.1766960629911,23195.213927646088,1945.179478936571,29209.52186213282,must_run_floor_effect
ES,2031,0.0808094995874141,1907.1766960629911,23600.89724352197,1945.179478936571,29723.84588378805,must_run_floor_effect
ES,2032,0.0796598613595176,1907.0980524482025,23940.51433056312,1944.6687142945584,30156.100587117508,must_run_floor_effect
ES,2033,0.0781136208468243,1907.1766960629911,24415.417892390866,1945.179478936571,30747.72500083656,must_run_floor_effect
ES,2034,0.0768318952842353,1907.1766960629911,24822.720941706528,1945.179478936571,31261.030416705496,must_run_floor_effect
ES,2035,0.0755906075309945,1907.1766960629911,25230.339566737675,1945.179478936571,31775.445635007003,must_run_floor_effect
