country,year_range_used,ttl_reference_mode,ttl_reference_year,marginal_tech,chosen_anchor_tech,ttl_obs,ttl_obs_price_cd,ttl_annual_metrics_same_year,ttl_anchor,ttl_physical,ttl_regression,ttl_method,tca_q95,alpha,alpha_effective,corr_cd,anchor_confidence,anchor_distribution_error_p90_p95,anchor_error_p90,anchor_error_p95,anchor_status,dTCA_dCO2,dTCA_dGas,ttl_target,required_co2_eur_t,required_gas_eur_mwh_th,co2_required_base,co2_required_gas_override,co2_required_base_non_negative,co2_required_gas_override_non_negative,warnings_quality
DE,2025-2035,year_specific,2035,COAL,COAL,228.36196259457392,228.36196259457392,228.36196259457392,203.7368421052632,203.7368421052632,,anchor_distributional,203.7368421052632,24.625120489310746,24.625120489310746,-3.2877324934792916e-17,0.4935922927830495,40.51261657735604,-56.40011266540134,24.625120489310746,already_above_target,0.8973684210526316,1.4473684210526316,160.0,0.0,0.0,0.0,,0.0,,
ES,2025-2035,year_specific,2035,CCGT,CCGT,174.19037209080483,174.19037209080483,174.19037209080483,139.9090909090909,139.9090909090909,,anchor_distributional,139.9090909090909,34.28128118171392,34.28128118171392,-1.5314080199832895e-16,0.58628476267304,33.097218986156804,-31.91315679059969,34.28128118171392,already_above_target,0.3672727272727272,1.818181818181818,160.0,0.0,0.0,0.0,,0.0,,
