country,bascule_year_market,bascule_year_physical,bascule_confidence,drivers_at_bascule,sr_energy_at_bascule,far_energy_at_bascule,ir_p10_at_bascule,ttl_at_bascule,capture_ratio_pv_vs_ttl_at_bascule,h_negative_at_bascule,notes_quality
DE,,,0.0,capture_ratio,0.0,,0.0433135384627132,221.8789608116333,0.6000361592222314,0,ok
ES,2030.0,,1.0,capture_ratio,0.0,,0.0946017932912733,161.5278902675193,0.5702061902442622,0,ok
