country,bascule_year_market,bascule_year_physical,bascule_confidence,drivers_at_bascule,sr_energy_at_bascule,far_energy_at_bascule,ir_p10_at_bascule,ttl_at_bascule,capture_ratio_pv_vs_ttl_at_bascule,h_negative_at_bascule,notes_quality
DE,2019.0,,0.8,"h_negative, capture_ratio, low_price",0.000554157034082,0.9876496247366532,0.2843253281938316,58.38,0.5979133739875393,211,ok
ES,2023.0,,0.8,"SR, capture_ratio, low_price",0.0115130277941151,0.9995587759526864,0.2950851393188854,149.328,0.4893864853763817,0,ok
