country,year,n_hours_expected,n_hours_with_price,n_hours_with_load,n_hours_with_vre,n_hours_with_must_run,missing_share_price,missing_share_load,missing_share_generation,missing_share_net_position,load_net_mode,must_run_mode,entsoe_code_used,data_version_hash,load_total_twh,load_net_twh,gen_solar_twh,gen_wind_on_twh,gen_wind_off_twh,gen_vre_twh,gen_primary_twh,gen_must_run_twh,exports_twh,vre_penetration_pct_gen,pv_penetration_pct_gen,wind_penetration_pct_gen,vre_penetration_proxy,baseload_price_eur_mwh,peakload_price_eur_mwh,offpeak_price_eur_mwh,capture_rate_pv_eur_mwh,capture_rate_wind_eur_mwh,capture_ratio_pv,capture_ratio_wind,capture_price_pv_eur_mwh,capture_price_wind_eur_mwh,capture_ratio_pv_vs_baseload,capture_ratio_wind_vs_baseload,capture_ratio_pv_vs_ttl,capture_ratio_wind_vs_ttl,h_negative,h_negative_obs,h_below_5,h_below_5_obs,days_spread_50_obs,days_spread_gt50,avg_daily_spread_obs,max_daily_spread_obs,surplus_twh,surplus_unabsorbed_twh,sr_energy_share_load,sr_energy_share_gen,sr_energy,sr_hours,far_observed,far_energy,ir_p10,ir_mean,ttl_price_based_eur_mwh,ttl_eur_mwh,tca_ccgt_median_eur_mwh,tca_method,h_regime_a,h_regime_b,h_regime_c,h_regime_d,regime_coherence,nrl_price_corr,completeness,quality_flag,scenario_id,mode,horizon_year,calib_mustrun_scale,calib_vre_scale_pv,calib_vre_scale_wind_on,calib_vre_scale_wind_off,calib_export_cap_eff_gw,calib_export_coincidence_used,calib_flex_realization_factor,calib_price_b_floor,calib_price_b_intercept,calib_price_b_slope_surplus_norm,vre_penetration_share_gen,pv_penetration_share_gen,wind_penetration_share_gen,sr_hours_share,p10_load_mw,p10_must_run_mw,p50_load_mw,p50_must_run_mw,ir_p10_excess,flag_h_negative_stage2,flag_h_negative_strong_stage2,flag_h_below_5_stage2,flag_p10_price_below_0,flag_capture_pv_low,flag_capture_wind_low,flag_sr_high,flag_far_low,flag_ir_high,flag_spread_high,low_price_flags_count,capture_flags_count,physical_flags_count,stage2_points_low_price,stage2_points_capture,stage2_points_physical,stage2_points_vol,stage2_market_score,score_breakdown,phase2_candidate_year,flag_capture_only_stage2,is_phase2_market,is_phase2_physical,signal_low_price,signal_value,signal_physical,flag_non_capture_stage2,active_flags,is_stage1_criteria,phase_market,stress_phys_state,quality_ok
BE,2025,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,entsoe_total_load_no_pumping_adjust,observed,SCEN:BASE,b3aa2682047d2a258fccd7d55142d126699a27898d3f746454f6dad2b0986c2f,83.52865,83.52865,4.161571546875,8.231013711941307,3.5080103025,15.900595561316306,60.22619556131631,44.32560000000001,0.8106414,26.4014610471749,6.909902755916406,19.4915582912585,0.1903609786739796,80.02510108048605,82.91877451392419,78.41476255995865,75.58904517460078,66.69756283049678,0.9445666941248388,0.8334580266685953,75.58904517460078,66.69756283049678,0.9445666941248388,0.8334580266685953,0.5273602611342686,0.4653272715651264,470,470,540,540,184,184,46.27032407199474,204.7302012352975,0.3876803659085224,0.1700590179778703,0.0046412861444369,0.0064370721460203,0.0064370721460203,0.0616438356164383,0.5613421959625426,0.5613421959625426,0.5510754332774845,0.5306634310503043,143.33473859410773,143.33473859410773,,none,302,238,7398,822,1.0,0.7498281585739194,1.0,OK,BASE,SCEN,2025,2945.72675,2.66535,3.4558,0.5091,1.65,0.45,0.8890567553849889,-59.245,-0.4,-1.5201136068795886,0.264014610471749,0.069099027559164,0.1949155829125849,0.0616438356164383,7724.568151745935,4256.8197411048495,9530.531254073709,5154.889642246361,-0.4489245667225154,True,True,True,False,True,True,False,True,False,True,2,2,1,5,2,2,1,10,low=5;cap=2;phys=2;vol=1,True,False,True,True,True,True,True,2,"flag_h_negative_stage2,flag_h_below_5_stage2,flag_capture_pv_low,flag_capture_wind_low,flag_far_low,flag_spread_high",False,phase2,pas_de_surplus_structurel,True
BE,2026,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,entsoe_total_load_no_pumping_adjust,observed,SCEN:BASE,661bf493ea1eb1b169512702b22f5633309091e5cb793a4c9b286a8a5066b64a,85.11968,85.11968,4.161571546875,8.319187833017775,3.5080103025,15.988769682392778,60.31436968239277,44.32560000000001,0.8106414,26.50905541513151,6.899801106749962,19.609254308381548,0.1878386958502755,82.00352742355453,84.6283536317511,80.54280324372658,78.11518914819028,69.84335939606673,0.9525832802864604,0.8517116469309961,78.11518914819028,69.84335939606673,0.9525832802864604,0.8517116469309961,0.540614915149849,0.4833677320047786,396,396,447,447,175,175,42.97792148277047,200.56282037661035,0.3205210107540431,0.1217698258727837,0.0037655335493982,0.0053141732632184,0.0053141732632184,0.0510273972602739,0.6200878513819932,0.6200878513819932,0.5407749064591568,0.5207444388888681,144.49321866478306,144.49321866478306,,none,216,231,7481,832,1.0,0.744622742864381,1.0,OK,BASE,SCEN,2026,2945.72675,2.7117,3.49282,0.51836,1.65,0.45,0.8890567553849889,-59.245,-0.4,-1.5201136068795886,0.2650905541513151,0.0689980110674996,0.1960925430838154,0.0510273972602739,7871.703531839739,4256.8197411048495,9712.066106380897,5154.889642246361,-0.4592250935408432,True,True,False,False,True,True,False,True,False,True,1,2,1,3,2,2,1,8,low=3;cap=2;phys=2;vol=1,True,False,True,True,True,True,True,2,"flag_h_negative_stage2,flag_capture_pv_low,flag_capture_wind_low,flag_far_low,flag_spread_high",False,phase2,pas_de_surplus_structurel,True
BE,2027,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,entsoe_total_load_no_pumping_adjust,observed,SCEN:BASE,c26be26b89735751f716b344743b1b0ffffcd78836821ee639f4002a063c58bd,86.71071,86.71071,4.161571546875,8.407361954094245,3.5080103025,16.076943803469245,60.40254380346925,44.32560000000001,0.8106414,26.61633565595934,6.88972894985257,19.726606706106768,0.185408974317812,83.65823713945662,86.8584086340616,81.87733146761889,80.07983797621384,72.42404399509117,0.957225979346449,0.8657132455990165,80.07983797621384,72.42404399509117,0.957225979346449,0.8657132455990165,0.549811740208473,0.4972486292205501,324,324,378,378,168,168,39.9077448647892,196.3954395179232,0.2656918540188621,0.0874672914419617,0.0030641180774423,0.0043986865004119,0.0043986865004119,0.0431506849315068,0.6707942297856366,0.6707942297856366,0.530852382477705,0.51118944822387,145.64955987634937,145.64955987634937,,none,148,230,7543,839,1.0,0.7417030150386199,1.0,OK,BASE,SCEN,2027,2945.72675,2.75805,3.52984,0.52762,1.65,0.45,0.8890567553849889,-59.245,-0.4,-1.5201136068795886,0.2661633565595934,0.0688972894985257,0.1972660670610677,0.0431506849315068,8018.838911933543,4256.8197411048495,9893.600958688085,5154.889642246361,-0.4691476175222949,True,True,False,False,True,True,False,True,False,True,1,2,1,3,2,2,1,8,low=3;cap=2;phys=2;vol=1,True,False,True,True,True,True,True,2,"flag_h_negative_stage2,flag_capture_pv_low,flag_capture_wind_low,flag_far_low,flag_spread_high",False,phase2,pas_de_surplus_structurel,True
BE,2028,8784,8784,8784,8784,8784,0.0,0.0,0.0,0.0,entsoe_total_load_no_pumping_adjust,observed,SCEN:BASE,cb00e177f20ac7ce54da71f4b0002862c26b49f59c902df83a1c4d6f6c9c2485,88.30174000000001,88.30174000000001,4.162940811875,8.542130979036411,3.531251535,16.23632332591141,60.68336332591141,44.44704,0.813945,26.75580659349941,6.860102314232558,19.89570427926686,0.1838731980356379,84.95995570024338,89.47226736019459,82.47436029433807,81.75066912066701,74.32077365083843,0.9622258915612032,0.8747741572872022,81.75066912066701,74.32077365083843,0.9622258915612032,0.8747741572872022,0.5571913921398622,0.5065511485208548,278,278,330,330,164,164,38.6013528583084,193.13413756475745,0.2285958279711374,0.0668674897380586,0.0025888032101194,0.0037670263387251,0.0037670263387251,0.0375683060109289,0.7074859575018083,0.7074859575018083,0.5225746558355591,0.5033540675415908,146.71918890689994,146.71918890689994,,none,115,215,7608,846,1.0,0.7391599606806448,1.0,OK,BASE,SCEN,2028,2945.72675,2.8044,3.56686,0.53688,1.65,0.45,0.8890567553849889,-59.245,-0.4,-1.5201136068795886,0.2675580659349941,0.0686010231423255,0.1989570427926686,0.0375683060109289,8145.254992824538,4256.503824568152,10048.511609324654,5153.907119909758,-0.4774253441644409,True,False,False,False,True,True,False,True,False,True,1,2,1,2,2,2,1,7,low=2;cap=2;phys=2;vol=1,True,False,True,True,True,True,True,2,"flag_h_negative_stage2,flag_capture_pv_low,flag_capture_wind_low,flag_far_low,flag_spread_high",False,phase2,pas_de_surplus_structurel,True
BE,2029,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,entsoe_total_load_no_pumping_adjust,observed,SCEN:BASE,844840f2e6ba9a928d8bb7954e74015c824ebfc22f6a5964fe974f0f4ae5f5b8,89.89277,89.89277,4.161571546875,8.58371019624719,3.5080103025,16.25329204562219,60.5788920456222,44.32560000000001,0.8106414,26.829959242869236,6.8696725977439534,19.96028664512528,0.1808075559983543,86.4587493768356,96.20386526333252,81.03556121825204,83.35585115317477,76.65053351539444,0.9641112293894436,0.8865561214783311,83.35585115317477,76.65053351539444,0.9641112293894436,0.8865561214783311,0.5633342804823167,0.5180185019901371,229,229,271,271,152,152,35.02353719450626,185.7441264219375,0.1823115620285344,0.044714450696316,0.0020281003914834,0.0030094898713438,0.0030094898713438,0.0309360730593607,0.7547360672093982,0.7547360672093982,0.5120610588574961,0.4930941609653368,147.96871775991863,147.96871775991863,,none,83,188,7640,849,1.0,0.7361534159003201,1.0,OK,BASE,SCEN,2029,2945.72675,2.85075,3.60388,0.54614,1.65,0.45,0.8890567553849889,-59.245,-0.4,-1.5201136068795886,0.2682995924286923,0.0686967259774395,0.1996028664512528,0.0309360730593607,8313.109672121152,4256.8197411048495,10256.670663302462,5154.889642246361,-0.4879389411425039,True,False,False,False,True,True,False,True,False,True,1,2,1,2,2,2,1,7,low=2;cap=2;phys=2;vol=1,True,False,True,True,True,True,True,2,"flag_h_negative_stage2,flag_capture_pv_low,flag_capture_wind_low,flag_far_low,flag_spread_high",False,phase2,pas_de_surplus_structurel,True
BE,2030,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,minus_psh_pump,observed,SCEN:BASE,d89eec85a176bc2a8b52647132efa87aed1be40f4a21e15afcbbb48caabcf397,91.4838,91.06083987825,4.161571546875,8.67188431732366,3.5080103025,16.34146616669866,60.66706616669867,44.32560000000001,0.8106414,0.2693630531233568,0.0685968814684394,0.2007661716549174,0.1794565719858008,87.97105178383285,94.43072526746316,84.37622283025604,84.81423189713014,78.14958057635758,0.9641152421996748,0.8883556464505038,84.81423189713014,78.14958057635758,0.9641152421996748,0.8883556464505038,0.5666006473390384,0.5220775093211312,214,214,267,267,155,155,36.1589468039293,187.65200466718196,0.1807331694556938,0.0449614898848172,0.0019847518395101,0.0029790985599844,0.0029790985599844,0.0304794520547945,0.751227237256859,0.751227237256859,0.5078732159623893,0.4867690662557488,149.689613478997,149.689613478997,,none,76,191,7643,850,1.0,0.7367355739919964,1.0,OK,BASE,SCEN,2030,2945.72675,2.8971,3.6409,0.5554,1.65,0.45,0.8382926695408538,-48.79599999999999,0.035,-10.317355543065132,,,,,,,,,,True,False,False,False,True,True,False,True,False,True,1,2,1,2,2,2,1,7,low=2;cap=2;phys=2;vol=1,True,False,True,True,True,True,True,2,"flag_h_negative_stage2,flag_capture_pv_low,flag_capture_wind_low,flag_far_low,flag_spread_high",False,phase2,pas_de_surplus_structurel,True
BE,2031,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,entsoe_total_load_no_pumping_adjust,observed,SCEN:BASE,928dcec1fa9b9b9f6371ce7fe1096d7d7131e3a830e3f4742398d911cd7c2ed2,93.07483,93.07483,4.161571546875,8.76005843840013,3.5080103025,16.42964028777513,60.75524028777513,44.32560000000001,0.8106414,27.04234270155791,6.849732676824538,20.19261002473337,0.1765207660091899,88.86751096768833,91.7147287511947,87.2830251649268,85.71556168671397,80.19957981788674,0.964532040487548,0.9024623165944954,85.71556168671397,80.19957981788674,0.964532040487548,0.9024623165944954,0.5703330666816041,0.5336308997342926,157,157,197,197,141,141,31.99588689128745,159.26029400536828,0.1221741268597409,0.0203156442864142,0.0013126441043162,0.0020109232764292,0.0020109232764292,0.0224885844748858,0.833715658064517,0.833715658064517,0.4945546179330476,0.4762361639553895,150.2903596058999,150.2903596058999,,none,31,166,7706,857,1.0,0.733146213922752,1.0,OK,BASE,SCEN,2031,2945.72675,2.94345,3.67792,0.56466,1.65,0.45,0.8890567553849889,-59.245,-0.4,-1.5201136068795886,0.2704234270155791,0.0684973267682453,0.2019261002473337,0.0224885844748858,8607.38043230876,4256.8197411048495,10619.740367916842,5154.889642246361,-0.5054453820669524,False,False,False,False,True,False,False,True,False,False,0,1,1,0,1,2,0,3,low=0;cap=1;phys=2;vol=0,True,False,True,True,False,True,True,1,"flag_capture_pv_low,flag_far_low",False,phase2,pas_de_surplus_structurel,True
BE,2032,8784,8784,8784,8784,8784,0.0,0.0,0.0,0.0,entsoe_total_load_no_pumping_adjust,observed,SCEN:BASE,8ad22a36dce426190695ade530060d947294b0eca05a3321ac51d83a82ea73c0,94.66586,94.66586,4.162940811875,8.896761874382937,3.531251535,16.590954221257938,61.037994221257925,44.44704,0.813945,27.181355535893,6.820245103049532,20.361110432843464,0.1752580520713374,89.85545730303296,92.07320620084774,88.61918025786812,86.79047044686556,81.51794991621544,0.9658898084973192,0.907212008740886,86.79047044686556,81.51794991621544,0.9658898084973192,0.907212008740886,0.5733522215233967,0.5385210776926153,127,127,170,170,138,138,30.814520366691653,156.7672975088309,0.1032630502949299,0.0164184383492818,0.0010908161642954,0.0016917831526476,0.0016917831526476,0.0193533697632058,0.8410037442978001,0.8410037442978001,0.4874434288156365,0.4695149867122106,151.37374058874892,151.37374058874892,,none,24,146,7752,862,1.0,0.7303247718325618,1.0,OK,BASE,SCEN,2032,2945.72675,2.9898,3.71494,0.57392,1.65,0.45,0.8890567553849889,-59.245,-0.4,-1.5201136068795886,0.27181355535893,0.0682024510304953,0.2036111043284346,0.0193533697632058,8732.303223187093,4256.503824568152,10772.732147936184,5153.907119909758,-0.5125565711843634,False,False,False,False,True,False,False,True,False,False,0,1,1,0,1,2,0,3,low=0;cap=1;phys=2;vol=0,True,False,True,True,False,True,True,1,"flag_capture_pv_low,flag_far_low",False,phase2,pas_de_surplus_structurel,True
BE,2033,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,entsoe_total_load_no_pumping_adjust,observed,SCEN:BASE,3a47585c466a4de2b679e28714227fcd847608c04ce41daa934d40a85399cf7e,96.25689,96.25689,4.161571546875,8.936406680553068,3.5080103025,16.60598852992807,60.93158852992807,44.32560000000001,0.8106414,27.253496799565013,6.829908176168656,20.42358862339636,0.172517401402934,91.08326508094424,94.84142166221451,89.00428484449685,87.91689811793819,83.33374837718608,0.9652365672202006,0.9149183255906418,87.91689811793819,83.33374837718608,0.9652365672202006,0.9149183255906418,0.5760672055743775,0.5460365479829071,103,103,128,128,131,131,29.38954614415953,152.738257228075,0.080650510907549,0.0127745979679837,0.0008378674078037,0.0013236239667038,0.0013236239667038,0.0146118721461187,0.841605492336837,0.841605492336837,0.4782056327586873,0.4604927501813117,152.61569703534704,152.61569703534704,,none,23,105,7768,864,1.0,0.7247904009011533,1.0,OK,BASE,SCEN,2033,2945.72675,3.03615,3.75196,0.58318,1.65,0.45,0.8890567553849889,-59.245,-0.4,-1.5201136068795886,0.2725349679956501,0.0682990817616865,0.2042358862339636,0.0146118721461187,8901.651192496369,4256.8197411048495,10982.81007253122,5154.889642246361,-0.5217943672413127,False,False,False,False,True,False,False,True,False,False,0,1,1,0,1,2,0,3,low=0;cap=1;phys=2;vol=0,True,False,True,True,False,True,True,1,"flag_capture_pv_low,flag_far_low",False,phase2,pas_de_surplus_structurel,True
BE,2034,8760,8760,8760,8760,8760,0.0,0.0,0.0,0.0,entsoe_total_load_no_pumping_adjust,observed,SCEN:BASE,0c16b30f7f9ed9ec1256e2e81ec14ea63d5a6b8d1c208d82f911fc7c8be04da7,97.84792,97.84792,4.161571546875,9.024580801629542,3.5080103025,16.694162651004543,61.01976265100456,44.32560000000001,0.8106414,27.35861616913338,6.820038895720761,20.538577273412617,0.1706133625630932,92.01708118783756,98.89416490735567,88.2127370025722,88.9787494991205,84.52669608810187,0.96698078607259,0.9185978841858145,88.9787494991205,84.52669608810187,0.96698078607259,0.9185978841858145,0.5785650296920256,0.5496165175086538,78,78,110,110,127,127,28.3755472641109,145.76001818942942,0.0656194853553249,0.0099794690703622,0.0006706272893212,0.0010753808685003,0.0010753808685003,0.0125570776255707,0.8479191201161657,0.8479191201161657,0.4704298976394527,0.453005030663912,153.79213214197293,153.79213214197293,,none,19,91,7785,865,1.0,0.7228883573550929,1.0,OK,BASE,SCEN,2034,2945.72675,3.0825,3.78898,0.59244,1.65,0.45,0.8890567553849889,-59.245,-0.4,-1.5201136068795886,0.2735861616913338,0.0682003889572076,0.2053857727341261,0.0125570776255707,9048.786572590174,4256.8197411048495,11164.34492483841,5154.889642246361,-0.5295701023605472,False,False,False,False,True,False,False,True,False,False,0,1,1,0,1,2,0,3,low=0;cap=1;phys=2;vol=0,True,False,True,True,False,True,True,1,"flag_capture_pv_low,flag_far_low",False,phase2,pas_de_surplus_structurel,True
