country,bascule_year_market,bascule_year_physical,bascule_confidence,drivers_at_bascule,sr_energy_at_bascule,far_energy_at_bascule,ir_p10_at_bascule,ttl_at_bascule,capture_ratio_pv_vs_ttl_at_bascule,h_negative_at_bascule,notes_quality
DE,,,0.0,capture_ratio,0.0,,0.0330380004770678,222.20130970089272,0.5999659874227242,0,ok
ES,2030.0,,1.0,capture_ratio,0.0,,0.0721602545060212,162.05417149089467,0.570441195105838,0,ok
