country,year_range_used,ttl_reference_mode,ttl_reference_year,marginal_tech,chosen_anchor_tech,fuel_used,ttl_obs,ttl_obs_price_cd,ttl_annual_metrics_same_year,ttl_anchor,ttl_physical,ttl_regression,ttl_method,tca_q95,alpha,alpha_effective,corr_cd,anchor_confidence,anchor_distribution_error_p90_p95,anchor_error_p90,anchor_error_p95,anchor_status,dTCA_dCO2,dTCA_dFuel,dTCA_dGas,eta_implicit_from_dTCA_dFuel,ef_implicit_t_per_mwh_e,ttl_target,required_co2_eur_t,required_gas_eur_mwh_th,co2_required_base,co2_required_gas_override,co2_required_base_non_negative,co2_required_gas_override_non_negative,warnings_quality
DE,2018-2024,year_specific,2024,COAL,COAL,coal,146.069,146.069,146.069,131.51952631578948,131.51952631578948,,anchor_distributional,131.51952631578948,14.549473684210511,14.549473684210511,0.2786991812955237,0.900604605263158,7.951631578947364,-1.350789473684202,14.552473684210526,ok,0.8973684210526316,2.631578947368421,1.4473684210526316,0.3799999999999999,0.8973684210526316,160.0,98.1964809384164,63.86721818181818,98.1964809384164,,98.1964809384164,,
ES,2018-2024,year_specific,2024,CCGT,CCGT,gas,140.0,140.0,140.0,113.00854545454544,113.00854545454544,,anchor_distributional,113.00854545454544,26.99145454545456,26.99145454545456,0.6328513802549847,0.731868409090909,21.45052727272728,15.909599999999998,26.99145454545456,ok,0.3672727272727272,1.818181818181818,1.818181818181818,0.55,0.3672727272727272,160.0,194.7029702970297,72.07062,194.7029702970297,,194.7029702970297,,
