country,year_range_used,marginal_tech,ttl_obs,ttl_obs_price_cd,ttl_physical,ttl_regression,ttl_method,tca_q95,alpha,alpha_effective,corr_cd,anchor_confidence,dTCA_dCO2,dTCA_dGas,ttl_target,co2_required_base,co2_required_gas_override,co2_required_base_non_negative,co2_required_gas_override_non_negative,warnings_quality
DE,2025-2035,COAL,212.1578947368421,205.3204350994656,212.1578947368421,132.5265239748406,physical,212.1578947368421,-6.837459637376526,0.0,0.1341727001209788,0.6000000000000001,0.8973684210526316,2.631578947368421,160.0,41.87683284457478,,41.87683284457478,,
ES,2025-2035,CCGT,121.54545454545452,162.1245619248363,121.54545454545452,102.1683093731333,physical,121.54545454545452,40.57910737938178,0.0,0.1018379828610178,0.8,0.3672727272727272,1.818181818181818,160.0,204.7029702970297,,204.7029702970297,,
