country,year_range_used,marginal_tech,ttl_obs,tca_q95,alpha,corr_cd,dTCA_dCO2,dTCA_dGas,ttl_target,co2_required_base,co2_required_gas_override,co2_required_base_non_negative,co2_required_gas_override_non_negative,warnings_quality
DE,2030-2040,COAL,236.4299994045931,278.38157894736844,-41.951579542775335,0.228477586365217,0.8973684210526316,2.631578947368421,160.0,79.82873966643585,,79.82873966643585,,
ES,2030-2040,CCGT,177.44541899020564,150.87272727272727,26.572691717478364,0.1702685915675326,0.3672727272727272,1.818181818181818,160.0,117.50009680884608,,117.50009680884608,,
